Code,Timestamp,Open,Close,Low,High,Volume
COO,2024-07-18,90.16,91.32,90.16,92.81,1463800
COP,2024-07-15,114.01,114.57,113.02,115.2,5118100
COP,2024-07-16,113.72,115.19,113.15,115.42,4633700
COP,2024-07-17,115.75,116.08,115.53,117.4,6484000
COP,2024-07-18,116.3,116.61,115.35,118.4,5957100
COST,2024-07-15,846.86,848.73,844.67,857.9,2064000
COST,2024-07-16,847.8,850.77,841.34,851.24,1687600
COST,2024-07-17,848.01,846.28,842.65,849.95,1783100
COST,2024-07-18,849.43,839.37,825.11,855.3,2338500
COTY,2024-07-15,10.39,10.23,10.19,10.46,4216500
COTY,2024-07-16,10.29,10.13,10.09,10.3,2813600
COTY,2024-07-17,10.07,10.07,10.01,10.15,3914100
COTY,2024-07-18,10.12,9.94,9.93,10.15,4396300
CPB,2024-07-15,45.57,45.6,44.81,45.66,3086400
CPB,2024-07-16,45.44,46.1,45.23,46.11,2216000
CPB,2024-07-17,46.26,47.72,46.02,47.79,2588100
CPB,2024-07-18,47.37,47.91,47.36,48.63,2150900
CRM,2024-07-15,256.02,252.86,252.12,256.39,4404300
CRM,2024-07-16,253.78,256.03,252.67,256.78,4780400
CRM,2024-07-17,254.0,251.22,249.61,255.57,5625300
CRM,2024-07-18,252.14,247.35,245.72,252.45,6351600
CSCO,2024-07-15,47.41,47.4,46.79,47.49,15925900
CSCO,2024-07-16,47.45,47.42,47.22,47.97,17037300
CSCO,2024-07-17,47.46,48.52,47.35,48.74,26638700
CSCO,2024-07-18,48.15,48.04,47.98,48.64,18462500
CSRA,2024-07-15,19.67,19.28,19.27,19.76,1436100
CSRA,2024-07-16,19.44,19.55,19.05,19.69,953800
CSRA,2024-07-17,19.35,19.77,19.35,20.06,1464400
CSRA,2024-07-18,19.78,19.76,19.69,20.3,1553000
CSX,2024-07-15,33.9,34.6,33.76,34.88,13872200
CSX,2024-07-16,34.6,35.33,34.47,35.63,13257100
CSX,2024-07-17,35.16,35.45,35.07,35.52,11175600
CSX,2024-07-18,35.23,35.02,34.94,35.46,8452900
CTAS,2024-07-15,721.41,714.85,713.67,724.19,345100
CTAS,2024-07-16,715.51,725.45,715.51,727.04,386200
CTAS,2024-07-17,723.88,719.78,719.46,726.5,545800
CTAS,2024-07-18,769.73,758.97,741.67,773.78,909200
CTL,2024-07-15,68.35,68.39,67.59,69.04,1368700
CTL,2024-07-16,68.91,69.35,68.38,69.69,1688500
CTL,2024-07-17,68.96,68.55,68.28,70.04,1184800
CTL,2024-07-18,68.18,67.23,66.59,70.5,1429100
CTSH,2024-07-15,71.16,72.43,71.07,73.11,2999200
CTSH,2024-07-16,72.92,73.79,72.73,73.9,2635100
CTSH,2024-07-17,73.77,74.7,73.67,75.12,3016400
CTSH,2024-07-18,74.7,75.97,74.58,77.34,5156700
CTXS,2024-07-15,114.29,113.81,113.28,114.44,5555500
CTXS,2024-07-16,113.97,115.02,113.92,115.24,3660000
CTXS,2024-07-17,114.85,113.97,113.88,115.15,5012600
CTXS,2024-07-18,113.82,113.03,112.0,114.29,7285200
CVS,2024-07-15,59.64,58.67,58.42,59.97,6186500
CVS,2024-07-16,59.32,60.06,58.81,60.23,9724200
CVS,2024-07-17,59.87,61.6,59.76,62.01,12382500
CVS,2024-07-18,61.0,59.91,59.77,61.99,6968900
CVX,2024-07-15,156.95,158.04,156.37,159.52,5661200
CVX,2024-07-16,157.01,157.77,156.15,158.31,6924200
CVX,2024-07-17,158.5,161.23,158.29,161.48,7296600
CVX,2024-07-18,161.23,161.97,160.24,164.28,6577700
CXO,2024-07-15,240.45,244.0,240.45,244.66,3054400
CXO,2024-07-16,244.14,249.63,243.8,249.76,3074600
CXO,2024-07-17,248.81,249.96,247.38,250.84,2471900
CXO,2024-07-18,250.8,249.2,247.76,253.73,4053300
C,2024-07-15,64.68,65.14,63.88,65.55,16656600
C,2024-07-16,65.0,67.27,64.7,67.52,21170200
C,2024-07-17,66.84,67.61,66.62,67.81,17215300
C,2024-07-18,67.55,64.89,64.84,67.75,15796200
DAL,2024-07-15,43.61,43.0,42.72,43.62,12563800
DAL,2024-07-16,43.24,46.02,43.16,46.05,15554000
DAL,2024-07-17,45.33,45.76,45.3,46.03,7160500
DAL,2024-07-18,45.75,44.92,44.59,46.8,10441500
DE,2024-07-15,365.06,371.67,363.13,372.18,1158600
DE,2024-07-16,372.0,377.51,365.93,380.63,1732900
DE,2024-07-17,378.03,385.13,377.68,387.53,1528000
DE,2024-07-18,382.8,380.64,380.53,390.34,1736000
DFS,2024-07-15,133.98,137.06,133.37,137.3,1503700
DFS,2024-07-16,137.0,141.82,136.74,141.95,2126200
DFS,2024-07-17,141.45,141.41,140.33,143.47,2377700
DFS,2024-07-18,145.05,142.89,141.18,147.61,2950600
DGX,2024-07-15,144.09,144.59,143.74,146.51,1277100
DGX,2024-07-16,145.34,148.6,144.29,148.73,1008600
DGX,2024-07-17,148.93,148.48,148.1,150.59,769800
DGX,2024-07-18,147.59,146.84,146.24,149.85,765700
DG,2024-07-15,132.48,126.96,125.61,132.48,2714400
DG,2024-07-16,127.0,127.48,126.28,128.62,1852000
DG,2024-07-17,123.1,124.36,122.4,125.98,3395900
DG,2024-07-18,124.0,121.57,120.68,124.42,2548400
DHI,2024-07-15,153.97,152.16,151.67,154.78,2547300
DHI,2024-07-16,154.9,162.26,154.38,162.64,3237700
DHI,2024-07-17,160.41,157.51,157.09,162.22,4137400
DHI,2024-07-18,167.23,173.42,165.57,177.47,9608600
DHR,2024-07-15,246.4,246.23,243.76,247.44,2869200
DHR,2024-07-16,248.0,252.14,247.07,252.69,2754000
DHR,2024-07-17,252.48,251.25,250.91,254.55,2718500
DHR,2024-07-18,249.64,244.79,241.88,255.46,4266900
DISCA,2024-07-15,130.41,130.38,129.67,131.4,1537200
DISCA,2024-07-16,130.74,131.59,128.8,131.64,1818400
DISCA,2024-07-17,129.56,127.42,126.8,129.78,1834200
DISCA,2024-07-18,128.32,126.09,125.09,128.56,1776500
DISCK,2024-07-15,25.07,25.07,25.07,25.07,100
DISCK,2024-07-16,25.15,25.15,25.15,25.19,3200
DISCK,2024-07-17,25.15,25.15,25.15,25.15,0
DISCK,2024-07-18,25.13,25.13,25.13,25.13,100
DISH,2024-07-15,64.65,65.71,64.65,65.91,6332600
DISH,2024-07-16,65.55,65.02,64.79,65.9,5198300
DISH,2024-07-17,65.22,64.09,63.91,65.66,7343000
DISH,2024-07-18,64.0,63.48,62.75,64.4,6165400
DIS,2024-07-15,97.33,96.87,96.6,97.49,7417700
DIS,2024-07-16,97.02,98.47,96.54,98.72,10755500
DIS,2024-07-17,98.3,97.31,96.53,98.61,9456100
DIS,2024-07-18,97.36,96.79,96.68,98.06,7529400
DLR,2024-07-15,158.93,159.5,157.54,159.7,943300
DLR,2024-07-16,160.39,162.33,159.27,162.58,1192900
DLR,2024-07-17,161.24,156.83,156.18,162.33,2012300
DLR,2024-07-18,156.37,154.6,154.23,157.22,1414600
DLTR,2024-07-15,106.84,103.83,103.51,106.96,2820900
DLTR,2024-07-16,102.94,104.82,102.56,105.46,2913500
DLTR,2024-07-17,102.95,105.34,102.39,105.5,2945900
DLTR,2024-07-18,107.89,106.67,105.99,108.93,4349600
DOV,2024-07-15,184.62,184.99,184.17,187.22,797400
DOV,2024-07-16,185.55,191.49,184.5,191.7,1312200
DOV,2024-07-17,190.79,189.81,189.64,192.31,1021100
DOV,2024-07-18,188.41,186.34,186.23,191.53,1271900
DPS,2024-07-15,546.59,544.68,542.99,549.68,1326000
DPS,2024-07-16,549.24,555.42,547.72,555.78,1122100
DPS,2024-07-17,553.0,555.06,550.85,559.96,1131200
DPS,2024-07-18,551.69,540.62,537.77,557.16,1745000
DRE,2024-07-15,70.29,70.75,69.72,70.86,1625500
DRE,2024-07-16,70.36,73.2,70.31,73.51,1716800
DRE,2024-07-17,73.18,72.87,72.62,73.72,1752800
DRE,2024-07-18,72.71,72.41,72.04,73.18,1243800
DRI,2024-07-15,142.9,143.27,142.19,144.11,1299900
DRI,2024-07-16,143.43,145.32,142.57,145.82,1190400
DRI,2024-07-17,144.85,147.35,144.85,148.66,1171000
DRI,2024-07-18,145.61,142.87,141.68,146.2,1681700
DTE,2024-07-15,113.84,113.13,112.65,114.83,1133600
DTE,2024-07-16,113.58,114.7,113.14,114.87,1118300
DTE,2024-07-17,115.16,117.34,114.77,118.53,1274900
DTE,2024-07-18,116.36,116.68,116.34,118.58,1018900
DUK,2024-07-15,104.69,105.32,104.02,105.39,2863400
DUK,2024-07-16,106.31,106.53,105.85,107.26,3057000
DUK,2024-07-17,107.07,107.52,105.65,108.44,3374700
DUK,2024-07-18,107.01,106.91,106.72,108.59,2638700
DVA,2024-07-15,140.49,135.95,135.51,142.79,778900
DVA,2024-07-16,136.9,137.72,136.44,138.88,562400
DVA,2024-07-17,137.5,139.68,137.01,140.33,654100
DVA,2024-07-18,140.68,136.06,135.71,142.38,848400
DVN,2024-07-15,46.95,48.05,46.68,48.67,8391700
DVN,2024-07-16,47.69,48.24,47.47,48.55,6136800
DVN,2024-07-17,48.43,48.65,48.43,49.35,7723900
DVN,2024-07-18,48.38,48.46,48.27,49.08,4782600
DWDP,2024-07-15,23.32,23.23,23.15,23.36,2585000
DWDP,2024-07-16,23.27,23.97,23.22,24.01,2641900
DWDP,2024-07-17,23.87,23.82,23.76,24.3,3149300
DWDP,2024-07-18,23.64,23.6,23.57,24.37,2748700
DXC,2024-07-15,19.67,19.28,19.27,19.76,1436100
DXC,2024-07-16,19.44,19.55,19.05,19.69,953800
DXC,2024-07-17,19.35,19.77,19.35,20.06,1464400
DXC,2024-07-18,19.78,19.76,19.69,20.3,1553000
D,2024-07-15,51.82,51.03,50.7,51.82,2796500
D,2024-07-16,51.23,51.29,51.16,51.74,2592900
D,2024-07-17,51.55,52.04,51.29,52.56,4046300
D,2024-07-18,51.65,51.57,51.52,52.46,2896100
EA,2024-07-15,145.0,145.0,143.81,146.68,2116800
EA,2024-07-16,146.02,146.67,145.58,147.47,2024300
EA,2024-07-17,146.67,147.0,146.24,148.22,2450300
EA,2024-07-18,147.25,146.52,145.4,147.68,2415500
EBAY,2024-07-15,53.71,53.72,53.57,54.27,3259200
EBAY,2024-07-16,53.9,55.42,53.61,55.5,3995500
EBAY,2024-07-17,55.23,54.58,54.42,55.69,3746300
EBAY,2024-07-18,54.63,54.39,54.34,55.62,3630700
ECL,2024-07-15,246.51,241.85,241.25,246.51,729100
ECL,2024-07-16,242.39,245.19,241.88,245.37,727600
ECL,2024-07-17,245.0,243.32,242.7,245.27,653800
ECL,2024-07-18,242.63,242.27,241.45,245.09,609200
ED,2024-07-15,91.66,90.26,90.18,91.86,1490200
ED,2024-07-16,90.79,91.55,90.3,91.58,1526600
ED,2024-07-17,91.97,93.76,91.6,94.23,2039300
ED,2024-07-18,93.39,94.11,93.39,95.08,2135700
EFX,2024-07-15,258.86,258.97,257.46,262.62,586500
EFX,2024-07-16,260.0,264.6,258.04,264.82,651200
EFX,2024-07-17,263.37,259.25,259.18,264.7,942100
EFX,2024-07-18,264.54,264.19,261.14,276.69,1335200
EIX,2024-07-15,74.18,73.05,72.92,74.18,1541200
EIX,2024-07-16,73.72,73.92,73.21,74.22,1861500
EIX,2024-07-17,74.22,75.35,74.22,76.06,2916900
EIX,2024-07-18,75.03,75.09,74.96,76.42,2459800
EL,2024-07-15,102.33,101.04,99.8,103.05,3379700
EL,2024-07-16,101.04,100.99,100.28,102.39,2785500
EL,2024-07-17,100.8,100.68,100.23,102.96,2267400
EL,2024-07-18,101.24,96.9,96.75,101.73,4414100
EMN,2024-07-15,98.48,97.64,97.58,99.18,712400
EMN,2024-07-16,97.75,100.18,97.67,100.55,1008300
EMN,2024-07-17,99.9,100.43,99.52,101.8,484600
EMN,2024-07-18,99.66,99.47,99.02,101.36,517500
EMR,2024-07-15,114.83,116.97,114.74,117.35,2694400
EMR,2024-07-16,117.5,118.87,117.05,119.53,2423700
EMR,2024-07-17,118.35,118.25,117.14,118.75,3751200
EMR,2024-07-18,117.16,116.54,116.02,118.8,4304000
EOG,2024-07-15,129.35,131.73,128.75,133.39,3532200
EOG,2024-07-16,131.42,130.61,130.29,132.15,2925300
EOG,2024-07-17,130.72,132.38,130.71,133.11,2413500
EOG,2024-07-18,131.73,132.23,131.39,134.74,2155600
EQIX,2024-07-15,806.62,804.66,795.34,809.6,306600
EQIX,2024-07-16,810.0,812.62,797.45,813.72,261200
EQIX,2024-07-17,810.0,803.14,799.17,819.41,397100
EQIX,2024-07-18,801.84,795.07,792.94,812.32,339500
EQR,2024-07-15,67.5,67.93,67.26,68.99,2224200
EQR,2024-07-16,68.14,69.04,67.87,69.15,1508900
EQR,2024-07-17,68.95,69.67,68.95,69.94,1490800
EQR,2024-07-18,69.33,70.07,69.19,71.17,1824200
EQT,2024-07-15,37.25,36.83,36.52,37.39,6411300
EQT,2024-07-16,37.03,35.88,35.77,37.03,8664100
EQT,2024-07-17,35.87,35.6,35.35,36.78,10959000
EQT,2024-07-18,36.08,35.35,35.26,36.24,9161200
ESRX,2024-07-15,59.64,58.67,58.42,59.97,6186500
ESRX,2024-07-16,59.32,60.06,58.81,60.23,9724200
ESRX,2024-07-17,59.87,61.6,59.76,62.01,12382500
ESRX,2024-07-18,61.0,59.91,59.77,61.99,6968900
ESS,2024-07-15,274.81,276.09,273.25,279.51,384400
ESS,2024-07-16,277.48,278.75,276.15,279.38,352600
ESS,2024-07-17,280.0,283.98,278.67,284.94,294600
ESS,2024-07-18,283.19,284.14,281.96,289.08,230100
ES,2024-07-15,59.86,59.26,59.07,60.16,1625000
ES,2024-07-16,59.58,59.72,59.16,59.81,1413200
ES,2024-07-17,59.74,61.55,59.64,61.81,2593700
ES,2024-07-18,61.12,61.39,61.02,62.38,1695300
ETFC,2024-07-15,41.85,41.89,41.7,42.23,36648100
ETFC,2024-07-16,42.52,44.13,42.22,44.4,75953300
ETFC,2024-07-17,43.65,43.98,43.65,44.44,65713600
ETFC,2024-07-18,43.62,43.01,42.93,44.24,48549200
ETN,2024-07-15,329.34,327.03,325.84,330.96,1416000
ETN,2024-07-16,330.55,332.46,328.76,335.12,1671200
ETN,2024-07-17,326.97,311.5,311.11,327.62,3312800
ETN,2024-07-18,313.39,309.07,305.66,319.23,4377000
ETR,2024-07-15,108.57,106.83,106.78,108.6,1344000
ETR,2024-07-16,107.8,108.47,107.57,108.9,1331800
ETR,2024-07-17,108.91,110.64,108.45,111.14,1346800
ETR,2024-07-18,110.02,110.73,110.02,112.22,972900
EVHC,2024-07-15,314.8,316.98,313.82,322.37,1693600
EVHC,2024-07-16,318.81,318.91,314.29,322.03,1853100
EVHC,2024-07-17,317.9,322.98,317.43,330.84,1976700
EVHC,2024-07-18,322.53,321.73,319.23,327.64,1544900
EW,2024-07-15,91.49,89.5,88.9,91.49,3052400
EW,2024-07-16,89.59,87.73,87.1,89.86,4499200
EW,2024-07-17,87.99,87.31,86.65,88.61,4220600
EW,2024-07-18,86.8,85.81,84.91,88.56,3557900
EXC,2024-07-15,34.95,35.35,34.82,35.42,8756800
EXC,2024-07-16,35.57,35.52,35.34,35.72,6030100
EXC,2024-07-17,35.79,36.43,35.65,36.6,7026400
EXC,2024-07-18,36.31,36.24,36.2,36.92,5929400
EXPD,2024-07-15,119.88,119.03,118.38,120.74,2007300
EXPD,2024-07-16,119.56,121.6,118.95,122.66,2312900
EXPD,2024-07-17,120.26,120.81,120.18,122.05,1676000
EXPD,2024-07-18,121.76,120.29,120.23,123.11,1242400
EXPE,2024-07-15,131.86,132.52,130.57,133.92,1512000
EXPE,2024-07-16,133.01,139.7,133.0,141.6,3805400
EXPE,2024-07-17,138.76,135.54,134.19,138.9,1763000
EXPE,2024-07-18,135.54,133.52,133.43,137.73,1362700
EXR,2024-07-15,162.61,162.4,159.28,162.71,669000
EXR,2024-07-16,163.46,164.81,162.89,165.64,825500
EXR,2024-07-17,165.03,167.81,164.79,167.96,1034300
EXR,2024-07-18,166.75,167.22,165.38,171.46,1054300
FAST,2024-07-15,65.4,67.83,65.07,68.31,5192900
FAST,2024-07-16,68.17,69.03,67.73,69.36,3617700
FAST,2024-07-17,69.18,69.99,68.75,70.38,4750500
FAST,2024-07-18,69.86,68.83,68.81,71.09,4404700
FBHS,2024-07-15,28.36,28.6,28.22,28.7,4524300
FBHS,2024-07-16,28.6,28.99,28.5,29.05,3834400
FBHS,2024-07-17,29.14,30.12,29.12,30.15,5186200
FBHS,2024-07-18,29.97,30.09,29.83,30.66,3489000
FB,2024-07-15,138.25,136.33,136.23,138.56,794700
FB,2024-07-16,137.25,139.08,136.82,139.22,670100
FB,2024-07-17,139.57,142.53,139.08,143.46,1190600
FB,2024-07-18,141.74,141.35,140.52,144.26,835200
FCX,2024-07-15,50.61,50.42,49.7,51.03,9112900
FCX,2024-07-16,49.47,50.07,48.64,50.17,11035800
FCX,2024-07-17,49.96,48.5,48.37,50.08,12056600
FCX,2024-07-18,47.91,45.92,45.53,48.03,17498900
FDX,2024-07-15,300.46,305.02,299.06,305.59,2068700
FDX,2024-07-16,305.84,313.52,305.77,313.84,2812600
FDX,2024-07-17,310.43,310.43,308.1,313.67,1588100
FDX,2024-07-18,308.98,306.62,305.64,313.16,1603000
FE,2024-07-15,39.23,38.86,38.83,39.38,2200400
FE,2024-07-16,38.93,38.97,38.79,39.16,2205100
FE,2024-07-17,39.09,39.5,39.05,39.88,2859200
FE,2024-07-18,39.23,39.46,39.21,39.91,2302300
FFIV,2024-07-15,176.45,178.79,176.45,179.14,438700
FFIV,2024-07-16,178.8,183.01,178.8,183.22,435400
FFIV,2024-07-17,182.12,180.42,180.03,182.58,399800
FFIV,2024-07-18,180.42,176.96,176.06,181.5,315600
FISV,2024-07-15,154.19,155.39,153.77,155.76,1915148
FISV,2024-07-16,155.81,157.14,155.29,157.44,2261714
FISV,2024-07-17,157.06,157.96,157.04,158.62,3100550
FISV,2024-07-18,157.74,157.69,157.05,159.95,2965639
FIS,2024-07-15,76.81,76.11,76.05,77.3,3974300
FIS,2024-07-16,76.37,76.91,76.37,77.14,2761400
FIS,2024-07-17,77.02,77.26,76.64,77.99,2141900
FIS,2024-07-18,76.91,76.04,75.95,77.29,3200800
FITB,2024-07-15,38.96,39.16,38.76,39.53,6105700
FITB,2024-07-16,39.3,40.22,39.13,40.28,4003900
FITB,2024-07-17,39.8,41.0,39.8,41.01,5029100
FITB,2024-07-18,40.46,40.23,39.99,41.41,7153100
FLIR,2024-07-15,18.3,18.32,17.79,18.34,25269100
FLIR,2024-07-16,18.4,19.18,18.38,19.24,28752600
FLIR,2024-07-17,18.68,18.4,18.4,19.12,30846600
FLIR,2024-07-18,18.46,18.25,18.1,18.7,20659600
FLR,2024-07-15,48.05,48.46,47.94,49.23,2872700
FLR,2024-07-16,48.97,50.26,48.97,50.63,2746300
FLR,2024-07-17,50.45,48.68,48.59,51.64,3305600
FLR,2024-07-18,48.68,48.0,47.68,49.39,1644100
FLS,2024-07-15,48.65,49.76,48.35,50.1,1278000
FLS,2024-07-16,50.2,51.52,49.99,51.62,745800
FLS,2024-07-17,51.3,51.19,51.01,51.67,994700
FLS,2024-07-18,50.81,50.29,50.17,52.06,1094900
FL,2024-07-15,24.39,23.92,23.89,24.52,2107400
FL,2024-07-16,24.34,26.0,24.1,26.2,3137200
FL,2024-07-17,25.67,26.45,25.67,26.83,3010700
FL,2024-07-18,25.13,25.19,24.82,26.04,3337800
FMC,2024-07-15,57.4,58.06,56.29,58.1,1156200
FMC,2024-07-16,57.83,59.24,57.33,59.26,1316700
FMC,2024-07-17,59.14,61.95,59.14,62.58,2074000
FMC,2024-07-18,61.63,59.95,59.82,62.49,1864700
FOXA,2024-07-15,35.79,35.99,35.7,36.3,2844400
FOXA,2024-07-16,36.1,36.73,36.02,36.88,2818000
FOXA,2024-07-17,36.65,37.45,36.0,37.5,3206800
FOXA,2024-07-18,37.37,37.1,37.08,37.95,2395400
FOX,2024-07-15,33.41,33.55,33.35,33.85,598400
FOX,2024-07-16,33.65,34.22,33.62,34.33,448300
FOX,2024-07-17,34.18,34.85,34.18,34.94,789400
FOX,2024-07-18,34.67,34.61,34.56,35.36,999400
FRT,2024-07-15,106.8,106.4,106.04,107.16,454100
FRT,2024-07-16,106.95,108.7,106.72,108.84,426400
FRT,2024-07-17,108.51,109.85,108.23,110.07,530500
FRT,2024-07-18,109.35,109.55,109.01,111.02,481300
FTI,2024-07-15,27.16,28.28,26.9,28.3,6142400
FTI,2024-07-16,28.15,28.0,27.94,28.54,5060300
FTI,2024-07-17,28.0,27.42,27.3,28.21,4866100
FTI,2024-07-18,27.5,27.64,27.49,27.92,3227400
FTV,2024-07-15,75.46,76.23,75.42,76.54,1297400
FTV,2024-07-16,76.56,78.92,76.15,79.37,2250900
FTV,2024-07-17,78.69,77.88,77.86,78.99,1226900
FTV,2024-07-18,77.39,77.09,77.0,78.72,1295100
F,2024-07-15,14.21,14.23,14.12,14.43,65643300
F,2024-07-16,14.27,14.39,14.19,14.47,52040100
F,2024-07-17,14.29,14.48,14.28,14.63,58087100
F,2024-07-18,14.51,14.55,14.45,14.85,58077000
GD,2024-07-15,285.51,285.42,284.01,287.2,1017100
GD,2024-07-16,285.57,291.59,285.57,291.78,1124900
GD,2024-07-17,292.24,291.99,291.78,294.77,900200
GD,2024-07-18,291.4,293.27,291.17,295.5,960000
GE,2024-07-15,160.6,159.56,158.6,160.75,5383300
GE,2024-07-16,159.88,162.85,159.65,163.87,6500700
GE,2024-07-17,161.65,156.66,156.51,161.95,6041200
GE,2024-07-18,157.37,158.79,156.42,160.44,5274800
GGP,2024-07-15,85.79,85.5,85.2,86.43,2442100
GGP,2024-07-16,86.11,87.25,85.59,87.84,2590100
GGP,2024-07-17,86.32,89.16,86.13,89.73,3977400
GGP,2024-07-18,88.74,88.1,87.87,90.57,3610400
GILD,2024-07-15,70.4,70.81,70.21,71.25,7569300
GILD,2024-07-16,70.33,71.64,70.33,72.05,5129700
GILD,2024-07-17,72.01,73.3,72.01,73.98,7220100
GILD,2024-07-18,72.6,73.51,72.5,74.92,8120100
GIS,2024-07-15,63.17,62.86,62.74,63.33,3720000
GIS,2024-07-16,62.65,62.9,62.29,63.04,3960500
GIS,2024-07-17,63.53,65.34,63.42,65.66,4090500
GIS,2024-07-18,64.69,65.52,64.65,66.81,2989000
GLW,2024-07-15,45.81,45.76,45.42,46.27,11538200
GLW,2024-07-16,45.91,46.2,45.72,46.39,8260000
GLW,2024-07-17,45.6,45.84,45.6,46.05,7444800
GLW,2024-07-18,45.69,44.99,44.59,45.8,6762500
GM,2024-07-15,49.5,49.3,49.16,50.0,11073400
GM,2024-07-16,49.32,49.77,48.81,49.99,10192500
GM,2024-07-17,49.4,49.9,49.14,49.97,9158500
GM,2024-07-18,50.0,49.65,49.17,50.5,12268000
GOOGL,2024-07-15,184.92,186.53,184.92,188.24,16474000
GOOGL,2024-07-16,187.36,183.92,183.37,188.68,18290700
GOOGL,2024-07-17,182.97,181.02,179.9,183.55,20734100
GOOGL,2024-07-18,181.93,177.69,176.47,182.5,25315700
GOOG,2024-07-15,186.49,188.19,186.49,189.9,12186000
GOOG,2024-07-16,188.96,185.5,185.12,190.34,12760100
GOOG,2024-07-17,184.68,182.62,181.62,185.23,17376600
GOOG,2024-07-18,183.54,179.22,178.21,184.05,17877200
GPC,2024-07-15,137.61,141.23,137.37,142.15,1402600
GPC,2024-07-16,141.99,141.72,140.66,143.2,1392900
GPC,2024-07-17,141.49,144.06,141.26,144.16,927900
GPC,2024-07-18,143.0,140.26,140.19,144.31,965800
GPN,2024-07-15,98.0,99.5,97.65,100.0,2182300
GPN,2024-07-16,99.79,103.11,99.76,103.24,2790100
GPN,2024-07-17,102.31,103.52,102.3,105.17,2493300
GPN,2024-07-18,103.03,101.16,101.11,104.35,1746200
GPS,2024-07-15,23.55,22.96,22.8,23.92,6540900
GPS,2024-07-16,23.27,24.06,23.14,24.18,6776700
GPS,2024-07-17,23.5,22.95,22.91,23.97,6884300
GPS,2024-07-18,23.75,22.83,22.62,23.9,9040900
GRMN,2024-07-15,169.06,170.12,168.31,170.84,900800
GRMN,2024-07-16,171.0,173.74,170.46,173.95,661100
GRMN,2024-07-17,173.74,173.0,172.58,174.51,611500
GRMN,2024-07-18,172.5,171.08,170.19,175.01,826000
GS,2024-07-15,480.25,492.23,476.31,493.0,3568200
GS,2024-07-16,494.0,503.02,491.99,506.59,3981700
GS,2024-07-17,503.0,502.18,499.43,509.48,3908900
GS,2024-07-18,499.52,486.21,484.22,503.69,3320200
GT,2024-07-15,11.36,11.44,11.23,11.53,2535200
GT,2024-07-16,11.53,11.95,11.49,11.97,3237300
GT,2024-07-17,11.78,12.25,11.78,12.29,3476700
GT,2024-07-18,12.21,12.31,12.16,12.58,4374200
GWW,2024-07-15,921.63,942.78,918.96,950.93,323500
GWW,2024-07-16,950.43,988.07,949.04,988.74,416200
GWW,2024-07-17,983.06,974.82,973.58,990.46,334900
GWW,2024-07-18,968.67,957.36,955.15,982.95,321200
HAL,2024-07-15,34.35,35.23,33.98,35.69,11872900
HAL,2024-07-16,35.14,35.96,34.61,36.28,12012500
HAL,2024-07-17,36.17,36.36,36.08,36.74,9098200
HAL,2024-07-18,36.36,36.44,36.3,37.08,11484300
HAS,2024-07-15,60.0,59.51,59.0,60.02,1222600
HAS,2024-07-16,59.7,62.12,59.53,62.14,2019500
HAS,2024-07-17,61.98,60.67,60.54,62.38,1754500
HAS,2024-07-18,60.46,60.26,59.84,61.62,1038700
HBAN,2024-07-15,13.76,13.73,13.62,13.84,15560900
HBAN,2024-07-16,13.74,14.27,13.69,14.3,22748600
HBAN,2024-07-17,14.1,14.44,14.1,14.5,19483400
HBAN,2024-07-18,14.26,14.3,14.25,14.65,21235600
HBI,2024-07-15,5.2,5.04,5.04,5.21,9999900
HBI,2024-07-16,5.07,5.28,5.04,5.36,11740100
HBI,2024-07-17,5.23,5.49,5.23,5.57,11886300
HBI,2024-07-18,5.46,5.42,5.36,5.7,15391800
HCA,2024-07-15,314.8,316.98,313.82,322.37,1693600
HCA,2024-07-16,318.81,318.91,314.29,322.03,1853100
HCA,2024-07-17,317.9,322.98,317.43,330.84,1976700
HCA,2024-07-18,322.53,321.73,319.23,327.64,1544900
HCN,2024-07-15,29.97,31.46,29.95,31.69,6388800
HCN,2024-07-16,31.15,31.67,30.88,31.69,4852600
HCN,2024-07-17,31.9,32.22,31.84,32.51,4858200
HCN,2024-07-18,32.35,32.15,31.97,33.15,6462600
HCP,2024-07-15,33.26,33.48,33.26,33.51,8058900
HCP,2024-07-16,33.5,33.46,33.45,33.53,4412100
HCP,2024-07-17,33.42,33.45,33.41,33.49,3714800
HCP,2024-07-18,33.45,33.49,33.42,33.6,3354800
HD,2024-07-15,359.14,358.46,355.03,361.18,2884000
HD,2024-07-16,360.06,369.12,359.5,369.42,3210400
HD,2024-07-17,366.64,371.89,365.42,375.19,3991100
HD,2024-07-18,369.9,366.08,365.78,375.74,2395000
HES,2024-07-15,149.0,150.61,148.79,152.5,1593900
HES,2024-07-16,149.93,150.53,148.92,151.08,983600
HES,2024-07-17,151.67,154.41,151.49,154.7,1676300
HES,2024-07-18,154.34,155.44,153.49,157.6,2236800
HIG,2024-07-15,101.94,102.68,101.62,103.31,1050600
HIG,2024-07-16,103.0,102.99,102.64,104.11,1726100
HIG,2024-07-17,103.41,105.04,103.3,105.3,1498900
HIG,2024-07-18,104.96,105.06,104.3,106.93,1195400
HII,2024-07-15,251.88,255.52,251.18,257.64,270400
HII,2024-07-16,256.27,267.46,256.27,269.05,449900
HII,2024-07-17,268.15,267.14,266.19,268.83,266900
HII,2024-07-18,266.63,267.21,266.63,271.2,240700
