stock_date,open_price,close_price,low,high,volume,return
2014-11-14,2039.74,2039.82,2035.2,2042.22,3227130000,0.02
2014-11-17,2038.29,2041.32,2034.46,2043.07,3152890000,0.07
2014-11-18,2041.48,2051.8,2041.48,2056.08,3416190000,0.51
2014-11-19,2051.16,2048.72,2040.37,2052.14,3390850000,-0.15
2014-11-20,2045.87,2052.75,2040.49,2053.84,3128290000,0.20
2014-11-21,2057.46,2063.5,2056.75,2071.46,3916420000,0.52
2014-11-24,2065.07,2069.41,2065.07,2070.17,3128060000,0.29
2014-11-25,2070.15,2067.03,2064.75,2074.21,3392940000,-0.12
2014-11-26,2067.36,2072.83,2066.62,2073.29,2745260000,0.28
2014-11-28,2074.78,2067.56,2065.06,2075.76,2504640000,-0.25
2014-12-01,2065.78,2053.44,2049.57,2065.78,4159010000,-0.68
2014-12-02,2053.77,2066.55,2053.77,2068.77,3686650000,0.64
2014-12-03,2067.45,2074.33,2066.65,2076.28,3612680000,0.38
2014-12-04,2073.64,2071.92,2062.34,2077.34,3408340000,-0.12
2014-12-05,2072.78,2075.37,2070.81,2079.47,3419620000,0.17
2014-12-08,2074.84,2060.31,2054.27,2075.78,3800990000,-0.73
2014-12-09,2056.55,2059.82,2034.17,2060.6,3970150000,-0.02
2014-12-10,2058.86,2026.14,2024.26,2058.86,4114440000,-1.64
2014-12-11,2027.92,2035.33,2027.92,2055.53,3917950000,0.45
2014-12-12,2030.36,2002.33,2002.33,2032.25,4157650000,-1.62
2014-12-15,2005.03,1989.63,1982.26,2018.69,4361990000,-0.63
2014-12-16,1986.71,1972.74,1972.56,2016.89,4958680000,-0.85
2014-12-17,1973.77,2012.89,1973.77,2016.75,4942370000,2.04
2014-12-18,2018.98,2061.23,2018.98,2061.23,4703380000,2.40
2014-12-19,2061.04,2070.65,2061.03,2077.85,6465530000,0.46
2014-12-22,2069.28,2078.54,2069.28,2078.76,3369520000,0.38
2014-12-23,2081.48,2082.17,2079.77,2086.73,3043950000,0.17
2014-12-24,2083.25,2081.88,2081.86,2087.56,1416980000,-0.01
2014-12-26,2084.3,2088.77,2084.3,2092.7,1735230000,0.33
2014-12-29,2087.63,2090.57,2085.75,2093.55,2452360000,0.09
2014-12-30,2088.49,2080.35,2079.53,2088.49,2440280000,-0.49
2014-12-31,2082.11,2058.9,2057.94,2085.58,2606070000,-1.03
2015-01-02,2058.9,2058.2,2046.04,2072.36,2708700000,-0.03
2015-01-05,2054.44,2020.58,2017.34,2054.44,3799120000,-1.83
2015-01-06,2022.15,2002.61,1992.44,2030.25,4460110000,-0.89
2015-01-07,2005.55,2025.9,2005.55,2029.61,3805480000,1.16
2015-01-08,2030.61,2062.14,2030.61,2064.08,3934010000,1.79
2015-01-09,2063.45,2044.81,2038.33,2064.43,3364140000,-0.84
2015-01-12,2046.13,2028.26,2022.58,2049.3,3456460000,-0.81
2015-01-13,2031.58,2023.03,2008.25,2056.93,4107300000,-0.26
2015-01-14,2018.4,2011.27,1988.44,2018.4,4378680000,-0.58
2015-01-15,2013.75,1992.67,1991.47,2021.35,4276720000,-0.92
2015-01-16,1992.25,2019.42,1988.12,2020.46,4056410000,1.34
2015-01-20,2020.76,2022.55,2004.49,2028.94,3944340000,0.15
2015-01-21,2020.19,2032.12,2012.04,2038.29,3730070000,0.47
2015-01-22,2034.3,2063.15,2026.38,2064.62,4176050000,1.53
2015-01-23,2062.98,2051.82,2050.54,2062.98,3573560000,-0.55
2015-01-26,2050.42,2057.09,2040.97,2057.62,3465760000,0.26
2015-01-27,2047.86,2029.55,2019.91,2047.86,3329810000,-1.34
2015-01-28,2032.34,2002.16,2001.49,2042.49,4067530000,-1.35
2015-01-29,2002.45,2021.25,1989.18,2024.64,4127140000,0.95
2015-01-30,2019.35,1994.99,1993.38,2023.32,4568650000,-1.30
2015-02-02,1996.67,2020.85,1980.9,2021.66,4008330000,1.30
2015-02-03,2022.71,2050.03,2022.71,2050.3,4615900000,1.44
2015-02-04,2048.86,2041.51,2036.72,2054.74,4141920000,-0.42
2015-02-05,2043.45,2062.52,2043.45,2063.55,3821990000,1.03
2015-02-06,2062.28,2055.47,2049.97,2072.4,4232970000,-0.34
2015-02-09,2053.47,2046.74,2041.88,2056.16,3549540000,-0.42
2015-02-10,2049.38,2068.59,2048.62,2070.86,3669850000,1.07
2015-02-11,2068.55,2068.53,2057.99,2073.48,3596860000,0.00
2015-02-12,2069.98,2088.48,2069.98,2088.53,3788350000,0.96
2015-02-13,2088.78,2096.99,2086.7,2097.03,3527450000,0.41
2015-02-17,2096.47,2100.34,2089.8,2101.3,3361750000,0.16
2015-02-18,2099.16,2099.68,2092.15,2100.23,3370020000,-0.03
2015-02-19,2099.25,2097.45,2090.79,2102.13,3247100000,-0.11
2015-02-20,2097.65,2110.3,2085.44,2110.61,3281600000,0.61
2015-02-23,2109.83,2109.66,2103,2110.05,3093680000,-0.03
2015-02-24,2109.1,2115.48,2105.87,2117.94,3199840000,0.28
2015-02-25,2115.3,2113.86,2109.89,2119.59,3312340000,-0.08
2015-02-26,2113.91,2110.74,2103.76,2113.91,3408690000,-0.15
2015-02-27,2110.88,2104.5,2103.75,2112.74,3547380000,-0.30
2015-03-02,2105.23,2117.39,2104.5,2117.52,3409490000,0.61
2015-03-03,2115.76,2107.78,2098.26,2115.76,3262300000,-0.45
2015-03-04,2107.72,2098.53,2094.49,2107.72,3421110000,-0.44
2015-03-05,2098.54,2101.04,2095.22,2104.25,3103030000,0.12
2015-03-06,2100.91,2071.26,2067.27,2100.91,3853570000,-1.42
2015-03-09,2072.25,2079.43,2072.21,2083.49,3349090000,0.39
2015-03-10,2076.14,2044.16,2044.16,2076.14,3668900000,-1.70
2015-03-11,2044.69,2040.24,2039.69,2050.08,3406570000,-0.19
2015-03-12,2041.1,2065.95,2041.1,2066.41,3405860000,1.26
2015-03-13,2064.56,2053.4,2041.17,2064.56,3498560000,-0.61
2015-03-16,2055.35,2081.19,2055.35,2081.41,3295600000,1.35
2015-03-17,2080.59,2074.28,2065.08,2080.59,3221840000,-0.33
2015-03-18,2072.84,2099.5,2061.23,2106.85,4128210000,1.22
2015-03-19,2098.69,2089.27,2085.56,2098.69,3305220000,-0.49
2015-03-20,2090.32,2108.1,2090.32,2113.92,5554120000,0.90
2015-03-23,2107.99,2104.42,2104.42,2114.86,3267960000,-0.17
2015-03-24,2103.94,2091.5,2091.5,2107.63,3189820000,-0.61
2015-03-25,2093.1,2061.05,2061.05,2097.43,3521140000,-1.46
2015-03-26,2059.94,2056.15,2045.5,2067.15,3510670000,-0.24
2015-03-27,2055.78,2061.02,2052.96,2062.83,3008550000,0.24
2015-03-30,2064.11,2086.24,2064.11,2088.97,2917690000,1.22
2015-03-31,2084.05,2067.89,2067.04,2084.05,3376550000,-0.88
2015-04-01,2067.63,2059.69,2048.38,2067.63,3543270000,-0.40
2015-04-02,2060.03,2066.96,2057.32,2072.17,3095960000,0.35
2015-04-06,2064.87,2080.62,2056.52,2086.99,3302970000,0.66
2015-04-07,2080.79,2076.33,2076.1,2089.81,3065510000,-0.21
2015-04-08,2076.94,2081.9,2073.3,2086.69,3265330000,0.27
2015-04-09,2081.29,2091.18,2074.29,2093.31,3172360000,0.45
2015-04-10,2091.51,2102.06,2091.51,2102.61,3156200000,0.52
2015-04-13,2102.03,2092.43,2092.33,2107.65,2908420000,-0.46
2015-04-14,2092.28,2095.84,2083.24,2098.62,3301270000,0.16
2015-04-15,2097.82,2106.63,2097.82,2111.91,4013760000,0.51
2015-04-16,2105.96,2104.99,2100.02,2111.3,3434120000,-0.08
2015-04-17,2102.58,2081.18,2072.37,2102.58,3627600000,-1.13
2015-04-20,2084.11,2100.4,2084.11,2103.94,3000160000,0.92
2015-04-21,2102.82,2097.29,2094.38,2109.64,3243410000,-0.15
2015-04-22,2098.27,2107.96,2091.05,2109.98,3348480000,0.51
2015-04-23,2107.21,2112.93,2103.19,2120.49,3636670000,0.24
2015-04-24,2112.8,2117.69,2112.8,2120.92,3375780000,0.23
2015-04-27,2119.29,2108.92,2107.04,2125.92,3438750000,-0.41
2015-04-28,2108.35,2114.76,2094.89,2116.04,3546270000,0.28
2015-04-29,2112.49,2106.85,2097.41,2113.65,4074970000,-0.37
2015-04-30,2105.52,2085.51,2077.59,2105.52,4509680000,-1.01
2015-05-01,2087.38,2108.29,2087.38,2108.41,3379390000,1.09
2015-05-04,2110.23,2114.49,2110.23,2120.95,3091580000,0.29
2015-05-05,2112.63,2089.46,2088.46,2115.24,3793950000,-1.18
2015-05-06,2091.26,2080.15,2067.93,2098.42,3792210000,-0.45
2015-05-07,2079.96,2088,2074.99,2092.9,3676640000,0.38
2015-05-08,2092.13,2116.1,2092.13,2117.66,3399440000,1.35
2015-05-11,2115.56,2105.33,2104.58,2117.69,2992670000,-0.51
2015-05-12,2102.87,2099.12,2085.57,2105.06,3139520000,-0.29
2015-05-13,2099.62,2098.48,2096.04,2110.19,3374260000,-0.03
2015-05-14,2100.43,2121.1,2100.43,2121.45,3225740000,1.08
2015-05-15,2122.07,2122.73,2116.81,2123.89,3092080000,0.08
2015-05-18,2121.3,2129.2,2120.01,2131.78,2888190000,0.30
2015-05-19,2129.45,2127.83,2124.5,2133.02,3296030000,-0.06
2015-05-20,2127.79,2125.85,2122.59,2134.72,3025880000,-0.09
2015-05-21,2125.55,2130.82,2122.95,2134.28,3070460000,0.23
2015-05-22,2130.36,2126.06,2126.06,2132.15,2571860000,-0.22
2015-05-26,2125.34,2104.2,2099.18,2125.34,3342130000,-1.03
2015-05-27,2105.13,2123.48,2105.13,2126.22,3127960000,0.92
2015-05-28,2122.27,2120.79,2112.86,2122.27,2980350000,-0.13
2015-05-29,2120.66,2107.39,2104.89,2120.66,3927390000,-0.63
2015-06-01,2108.64,2111.73,2102.54,2119.15,3011710000,0.21
2015-06-02,2110.41,2109.6,2099.14,2117.59,3049350000,-0.10
2015-06-03,2110.64,2114.07,2109.61,2121.92,3099980000,0.21
2015-06-04,2112.35,2095.84,2093.23,2112.89,3200050000,-0.86
2015-06-05,2095.09,2092.83,2085.67,2100.99,3243690000,-0.14
2015-06-08,2092.34,2079.28,2079.11,2093.01,2917150000,-0.65
2015-06-09,2079.07,2080.15,2072.14,2085.62,3034580000,0.04
2015-06-10,2081.12,2105.2,2081.12,2108.5,3414320000,1.20
2015-06-11,2106.24,2108.86,2106.24,2115.02,3128600000,0.17
2015-06-12,2107.43,2094.11,2091.33,2107.43,2719400000,-0.70
2015-06-15,2091.34,2084.43,2072.49,2091.34,3061570000,-0.46
2015-06-16,2084.26,2096.29,2082.1,2097.4,2919900000,0.57
2015-06-17,2097.4,2100.44,2088.86,2106.79,3222240000,0.20
2015-06-18,2101.58,2121.24,2101.58,2126.65,3520360000,0.99
2015-06-19,2121.06,2109.99,2109.45,2121.64,4449810000,-0.53
2015-06-22,2112.5,2122.85,2112.5,2129.87,3030020000,0.61
2015-06-23,2123.16,2124.2,2119.89,2128.03,3091190000,0.06
2015-06-24,2123.65,2108.58,2108.58,2125.1,3102480000,-0.74
2015-06-25,2109.96,2102.31,2101.78,2116.04,3214610000,-0.30
2015-06-26,2102.62,2101.49,2095.38,2108.92,5025470000,-0.04
2015-06-29,2098.63,2057.64,2056.64,2098.63,3678960000,-2.09
2015-06-30,2061.19,2063.11,2056.32,2074.28,4078540000,0.27
2015-07-01,2067,2077.42,2067,2082.78,3727260000,0.69
2015-07-02,2078.03,2076.78,2071.02,2085.06,2996540000,-0.03
2015-07-06,2073.95,2068.76,2058.4,2078.61,3486360000,-0.39
2015-07-07,2069.52,2081.34,2044.02,2083.74,4458660000,0.61
2015-07-08,2077.66,2046.68,2044.66,2077.66,3608780000,-1.67
2015-07-09,2049.73,2051.31,2049.73,2074.28,3446810000,0.23
2015-07-10,2052.74,2076.62,2052.74,2081.31,3065070000,1.23
2015-07-13,2080.03,2099.6,2080.03,2100.67,3096730000,1.11
2015-07-14,2099.72,2108.95,2098.18,2111.98,3002120000,0.45
2015-07-15,2109.01,2107.4,2102.49,2114.14,3261810000,-0.07
2015-07-16,2110.55,2124.29,2110.55,2124.42,3227080000,0.80
2015-07-17,2126.8,2126.64,2119.88,2128.91,3362750000,0.11
2015-07-20,2126.85,2128.28,2123.66,2132.82,3245870000,0.08
2015-07-21,2127.55,2119.21,2115.4,2128.49,3343690000,-0.43
2015-07-22,2118.21,2114.15,2110,2118.51,3694070000,-0.24
2015-07-23,2114.16,2102.15,2098.63,2116.87,3772810000,-0.57
2015-07-24,2102.24,2079.65,2077.09,2106.01,3870040000,-1.07
2015-07-27,2078.19,2067.64,2063.52,2078.19,3836750000,-0.58
2015-07-28,2070.75,2093.25,2069.09,2095.6,4117740000,1.24
2015-07-29,2094.7,2108.57,2094.08,2110.6,4038900000,0.73
2015-07-30,2106.78,2108.63,2094.97,2110.48,3579410000,0.00
2015-07-31,2111.6,2103.84,2102.07,2114.24,3681340000,-0.23
2015-08-03,2104.49,2098.04,2087.31,2105.7,3476770000,-0.28
2015-08-04,2097.68,2093.32,2088.6,2102.51,3546710000,-0.22
2015-08-05,2095.27,2099.84,2095.27,2112.66,3968680000,0.31
2015-08-06,2100.75,2083.56,2075.53,2103.32,4246570000,-0.78
2015-08-07,2082.61,2077.57,2067.91,2082.61,3602320000,-0.29
2015-08-10,2080.98,2104.18,2080.98,2105.35,3514460000,1.28
2015-08-11,2102.66,2084.07,2076.49,2102.66,3708880000,-0.96
2015-08-12,2081.1,2086.05,2052.09,2089.06,4269130000,0.10
2015-08-13,2086.19,2083.39,2078.26,2092.93,3221300000,-0.13
2015-08-14,2083.15,2091.54,2080.61,2092.45,2795590000,0.39
2015-08-17,2089.7,2102.44,2079.3,2102.87,2867690000,0.52
2015-08-18,2101.99,2096.92,2094.14,2103.47,2949990000,-0.26
2015-08-19,2095.69,2079.61,2070.53,2096.17,3512920000,-0.83
2015-08-20,2076.61,2035.73,2035.73,2076.61,3922470000,-2.11
2015-08-21,2034.08,1970.89,1970.89,2034.08,5018240000,-3.19
2015-08-24,1965.15,1893.21,1867.01,1965.15,6612690000,-3.94
2015-08-25,1898.08,1867.61,1867.08,1948.04,5183560000,-1.35
2015-08-26,1872.75,1940.51,1872.75,1943.09,5338250000,3.90
2015-08-27,1942.77,1987.66,1942.77,1989.6,5006390000,2.43
2015-08-28,1986.06,1988.87,1975.19,1993.48,3949080000,0.06
2015-08-31,1986.73,1972.18,1965.98,1986.73,3915100000,-0.84
2015-09-01,1970.09,1913.85,1903.07,1970.09,4371850000,-2.96
2015-09-02,1916.52,1948.86,1916.52,1948.91,3742620000,1.83
2015-09-03,1950.79,1951.13,1944.72,1975.01,3520700000,0.12
2015-09-04,1947.76,1921.22,1911.21,1947.76,3167090000,-1.53
2015-09-08,1927.3,1969.41,1927.3,1970.42,3548650000,2.51
2015-09-09,1971.45,1942.04,1937.88,1988.63,3652120000,-1.39
2015-09-10,1941.59,1952.29,1937.19,1965.29,3626320000,0.53
2015-09-11,1951.45,1961.05,1939.19,1961.05,3218590000,0.45
2015-09-14,1963.06,1953.03,1948.27,1963.06,3000200000,-0.41
2015-09-15,1955.1,1978.09,1954.3,1983.19,3239860000,1.28
2015-09-16,1978.02,1995.31,1977.93,1997.26,3630680000,0.87
2015-09-17,1995.33,1990.2,1986.73,2020.86,4183790000,-0.26
2015-09-18,1989.66,1958.03,1953.45,1989.66,6021240000,-1.62
2015-09-21,1960.84,1966.97,1955.8,1979.64,3269350000,0.46
2015-09-22,1961.39,1942.74,1929.22,1961.39,3808260000,-1.23
2015-09-23,1943.24,1938.76,1932.57,1949.52,3190530000,-0.20
2015-09-24,1934.81,1932.24,1908.92,1937.17,4091530000,-0.34
2015-09-25,1935.93,1931.34,1921.5,1952.89,3721870000,-0.05
2015-09-28,1929.18,1881.77,1879.21,1929.18,4326660000,-2.57
2015-09-29,1881.9,1884.09,1871.91,1899.48,4132390000,0.12
2015-09-30,1887.14,1920.03,1887.14,1920.53,4525070000,1.91
2015-10-01,1919.65,1923.82,1900.7,1927.21,3983600000,0.20
2015-10-02,1921.77,1951.36,1893.7,1951.36,4378570000,1.43
2015-10-05,1954.33,1987.05,1954.33,1989.17,4334490000,1.83
2015-10-06,1986.63,1979.92,1971.99,1991.62,4202400000,-0.36
2015-10-07,1982.34,1995.83,1976.44,1999.31,4666470000,0.80
2015-10-08,1994.01,2013.43,1987.53,2016.5,3939140000,0.88
2015-10-09,2013.73,2014.89,2007.61,2020.13,3706900000,0.07
2015-10-12,2015.65,2017.46,2010.55,2018.66,2893250000,0.13
2015-10-13,2015,2003.69,2001.78,2022.34,3401920000,-0.68
2015-10-14,2003.66,1994.24,1990.73,2009.56,3644590000,-0.47
2015-10-15,1996.47,2023.86,1996.47,2024.15,3746290000,1.49
2015-10-16,2024.37,2033.11,2020.46,2033.54,3595430000,0.46
2015-10-19,2031.73,2033.66,2022.31,2034.45,3287320000,0.03
2015-10-20,2033.13,2030.77,2026.61,2039.12,3331500000,-0.14
2015-10-21,2033.47,2018.94,2017.22,2037.97,3627790000,-0.58
2015-10-22,2021.88,2052.51,2021.88,2055.2,4430850000,1.66
2015-10-23,2058.19,2075.15,2058.19,2079.74,4108460000,1.10
2015-10-26,2075.08,2071.18,2066.53,2075.14,3385800000,-0.19
2015-10-27,2068.75,2065.89,2058.84,2070.37,4216880000,-0.26
2015-10-28,2066.48,2090.35,2063.11,2090.35,4698110000,1.18
2015-10-29,2088.35,2089.41,2082.63,2092.52,4008940000,-0.04
2015-10-30,2090,2079.36,2079.34,2094.32,4256200000,-0.48
2015-11-02,2080.76,2104.05,2080.76,2106.2,3760020000,1.19
2015-11-03,2102.63,2109.79,2097.51,2116.48,4272060000,0.27
2015-11-04,2110.6,2102.31,2096.98,2114.59,4078870000,-0.35
2015-11-05,2101.68,2099.93,2090.41,2108.78,4051890000,-0.11
2015-11-06,2098.6,2099.2,2083.74,2101.91,4369020000,-0.03
2015-11-09,2096.56,2078.58,2068.24,2096.56,3882350000,-0.98
2015-11-10,2077.19,2081.72,2069.91,2083.67,3821440000,0.15
2015-11-11,2083.41,2075,2074.85,2086.94,3692410000,-0.32
2015-11-12,2072.29,2045.97,2045.66,2072.29,4016370000,-1.40
2015-11-13,2044.64,2023.04,2022.02,2044.64,4278750000,-1.12
2015-11-16,2022.08,2053.19,2019.39,2053.22,3741240000,1.49
2015-11-17,2053.67,2050.44,2045.9,2066.69,4427350000,-0.13
2015-11-18,2051.99,2083.58,2051.99,2085.31,3926390000,1.62
2015-11-19,2083.7,2081.24,2078.76,2086.74,3628110000,-0.11
2015-11-20,2082.82,2089.17,2082.82,2097.06,3929600000,0.38
2015-11-23,2089.41,2086.59,2081.39,2095.61,3587980000,-0.12
2015-11-24,2084.42,2089.14,2070.29,2094.12,3884930000,0.12
2015-11-25,2089.3,2088.87,2086.3,2093,2852940000,-0.01
2015-11-27,2088.82,2090.11,2084.13,2093.29,1466840000,0.06
2015-11-30,2090.95,2080.41,2080.41,2093.81,4275030000,-0.46
2015-12-01,2082.93,2102.63,2082.93,2103.37,3712120000,1.07
2015-12-02,2101.71,2079.51,2077.11,2104.27,3950640000,-1.10
2015-12-03,2080.71,2049.62,2042.35,2085,4306490000,-1.44
2015-12-04,2051.24,2091.69,2051.24,2093.84,4214910000,2.05
2015-12-07,2090.42,2077.07,2066.78,2090.42,4043820000,-0.70
2015-12-08,2073.39,2063.59,2052.32,2073.85,4173570000,-0.65
2015-12-09,2061.17,2047.62,2036.53,2080.33,4385250000,-0.77
2015-12-10,2047.93,2052.23,2045.67,2067.65,3715150000,0.23
2015-12-11,2047.27,2012.37,2008.8,2047.27,4301060000,-1.94
2015-12-14,2013.37,2021.94,1993.26,2022.92,4612440000,0.48
2015-12-15,2025.55,2043.41,2025.55,2053.87,4353540000,1.06
2015-12-16,2046.5,2073.07,2042.43,2076.72,4635450000,1.45
2015-12-17,2073.76,2041.89,2041.66,2076.37,4327390000,-1.50
2015-12-18,2040.81,2005.55,2005.33,2040.81,6683070000,-1.78
2015-12-21,2010.27,2021.15,2005.93,2022.9,3760280000,0.78
2015-12-22,2023.15,2038.97,2020.49,2042.74,3520860000,0.88
2015-12-23,2042.2,2064.29,2042.2,2064.73,3484090000,1.24
2015-12-24,2063.52,2060.99,2058.73,2067.36,1411860000,-0.16
2015-12-28,2057.77,2056.5,2044.2,2057.77,2492510000,-0.22
2015-12-29,2060.54,2078.36,2060.54,2081.56,2542000000,1.06
2015-12-30,2077.34,2063.36,2061.97,2077.34,2367430000,-0.72
2015-12-31,2060.59,2043.94,2043.62,2062.54,2655330000,-0.94
2016-01-04,2038.2,2012.66,1989.68,2038.2,4304880000,-1.53
2016-01-05,2013.78,2016.71,2004.17,2021.94,3706620000,0.20
2016-01-06,2011.71,1990.26,1979.05,2011.71,4336660000,-1.31
2016-01-07,1985.32,1943.09,1938.83,1985.32,5076590000,-2.37
2016-01-08,1945.97,1922.03,1918.46,1960.4,4664940000,-1.08
2016-01-11,1926.12,1923.67,1901.1,1935.65,4607290000,0.09
2016-01-12,1927.83,1938.68,1914.35,1947.38,4887260000,0.78
2016-01-13,1940.34,1890.28,1886.41,1950.33,5087030000,-2.50
2016-01-14,1891.68,1921.84,1878.93,1934.47,5241110000,1.67
2016-01-15,1916.68,1880.33,1857.83,1916.68,5468460000,-2.16
2016-01-19,1888.66,1881.33,1864.6,1901.44,4928350000,0.05
2016-01-20,1876.18,1859.33,1812.29,1876.18,6416070000,-1.17
2016-01-21,1861.46,1868.99,1848.98,1889.85,5078810000,0.52
2016-01-22,1877.4,1906.9,1877.4,1908.85,4901760000,2.03
2016-01-25,1906.28,1877.08,1875.97,1906.28,4401380000,-1.56
2016-01-26,1878.79,1903.63,1878.79,1906.73,4357940000,1.41
2016-01-27,1902.52,1882.95,1872.7,1916.99,4754040000,-1.09
2016-01-28,1885.22,1893.36,1873.65,1902.96,4693010000,0.55
2016-01-29,1894,1940.24,1894,1940.24,5497570000,2.48
2016-02-01,1936.94,1939.38,1920.3,1947.2,4322530000,-0.04
2016-02-02,1935.26,1903.03,1897.29,1935.26,4463190000,-1.87
2016-02-03,1907.07,1912.53,1872.23,1918.01,5172950000,0.50
2016-02-04,1911.67,1915.45,1900.52,1927.35,5193320000,0.15
2016-02-05,1913.07,1880.05,1872.65,1913.07,4929940000,-1.85
2016-02-08,1873.25,1853.44,1828.46,1873.25,5636460000,-1.42
2016-02-09,1848.46,1852.21,1834.94,1868.25,5183220000,-0.07
2016-02-10,1857.1,1851.86,1850.32,1881.6,4471170000,-0.02
2016-02-11,1847,1829.08,1810.1,1847,5500800000,-1.23
2016-02-12,1833.4,1864.78,1833.4,1864.78,4696920000,1.95
2016-02-16,1871.44,1895.58,1871.44,1895.77,4570670000,1.65
2016-02-17,1898.8,1926.82,1898.8,1930.68,5011540000,1.65
2016-02-18,1927.57,1917.83,1915.09,1930,4436490000,-0.47
2016-02-19,1916.74,1917.78,1902.17,1918.78,4142850000,0.00
2016-02-22,1924.44,1945.5,1924.44,1946.7,4054710000,1.45
2016-02-23,1942.38,1921.27,1919.44,1942.38,3890650000,-1.25
2016-02-24,1917.56,1929.8,1891,1932.08,4317250000,0.44
2016-02-25,1931.87,1951.7,1925.41,1951.83,4118210000,1.13
2016-02-26,1954.95,1948.05,1945.78,1962.96,4348510000,-0.19
2016-02-29,1947.13,1932.23,1931.81,1958.27,4588180000,-0.81
2016-03-01,1937.09,1978.35,1937.09,1978.35,4819750000,2.39
2016-03-02,1976.6,1986.45,1968.8,1986.51,4666610000,0.41
2016-03-03,1985.6,1993.4,1977.37,1993.69,5081700000,0.35
2016-03-04,1994.01,1999.99,1986.77,2009.13,6049930000,0.33
2016-03-07,1996.11,2001.76,1989.38,2006.12,4968180000,0.09
2016-03-08,1996.88,1979.26,1977.43,1996.88,4641650000,-1.12
2016-03-09,1981.44,1989.26,1979.84,1992.69,4038120000,0.51
2016-03-10,1990.97,1989.57,1969.25,2005.08,4376790000,0.02
2016-03-11,1994.71,2022.19,1994.71,2022.37,4078620000,1.64
2016-03-14,2019.27,2019.64,2012.05,2024.57,3487850000,-0.13
2016-03-15,2015.27,2015.93,2005.23,2015.94,3560280000,-0.18
2016-03-16,2014.24,2027.22,2010.04,2032.02,4057020000,0.56
2016-03-17,2026.9,2040.59,2022.16,2046.24,4530480000,0.66
2016-03-18,2041.16,2049.58,2041.16,2052.36,6503140000,0.44
2016-03-21,2047.88,2051.6,2043.14,2053.91,3376600000,0.10
2016-03-22,2048.64,2049.8,2040.57,2056.6,3418460000,-0.09
2016-03-23,2048.55,2036.71,2034.86,2048.55,3639510000,-0.64
2016-03-24,2032.48,2035.94,2022.49,2036.04,3407720000,-0.04
2016-03-28,2037.89,2037.05,2031.96,2042.67,2809090000,0.05
2016-03-29,2035.75,2055.01,2028.31,2055.91,3822330000,0.88
2016-03-30,2058.27,2063.95,2058.27,2072.21,3590310000,0.44
2016-03-31,2063.77,2059.74,2057.46,2067.92,3715280000,-0.20
2016-04-01,2056.62,2072.78,2043.98,2075.07,3749990000,0.63
2016-04-04,2073.19,2066.13,2062.57,2074.02,3485710000,-0.32
2016-04-05,2062.5,2045.17,2042.56,2062.5,4154920000,-1.01
2016-04-06,2045.56,2066.66,2043.09,2067.33,3750800000,1.05
2016-04-07,2063.01,2041.91,2033.8,2063.01,3801250000,-1.20
2016-04-08,2045.54,2047.6,2041.69,2060.63,3359530000,0.28
2016-04-11,2050.23,2041.99,2041.88,2062.93,3567840000,-0.27
2016-04-12,2043.72,2061.72,2039.74,2065.05,4239740000,0.97
2016-04-13,2065.92,2082.42,2065.92,2083.18,4191830000,1.00
2016-04-14,2082.89,2082.78,2078.13,2087.84,3765870000,0.02
2016-04-15,2083.1,2080.73,2076.31,2083.22,3701450000,-0.10
2016-04-18,2078.83,2094.34,2073.65,2094.66,3316880000,0.65
2016-04-19,2096.05,2100.8,2091.68,2104.05,3896830000,0.31
2016-04-20,2101.52,2102.4,2096.32,2111.05,4184880000,0.08
2016-04-21,2102.09,2091.48,2088.52,2103.78,4175290000,-0.52
2016-04-22,2091.49,2091.58,2081.2,2094.32,3790580000,0.00
2016-04-25,2089.37,2087.79,2077.52,2089.37,3319740000,-0.18
2016-04-26,2089.84,2091.7,2085.8,2096.87,3557190000,0.19
2016-04-27,2092.33,2095.15,2082.31,2099.89,4100110000,0.16
2016-04-28,2090.93,2075.81,2071.62,2099.3,4309840000,-0.92
2016-04-29,2071.82,2065.3,2052.28,2073.85,4704720000,-0.51
2016-05-02,2067.17,2081.43,2066.11,2083.42,3841110000,0.78
2016-05-03,2077.18,2063.37,2054.89,2077.18,4173390000,-0.87
2016-05-04,2060.3,2051.12,2045.55,2060.3,4058560000,-0.59
2016-05-05,2052.95,2050.63,2045.77,2060.23,4008530000,-0.02
2016-05-06,2047.77,2057.14,2039.45,2057.72,3796350000,0.32
2016-05-09,2057.55,2058.69,2054.31,2064.15,3788620000,0.08
2016-05-10,2062.63,2084.39,2062.63,2084.87,3600200000,1.25
2016-05-11,2083.29,2064.46,2064.46,2083.29,3821980000,-0.96
2016-05-12,2067.17,2064.11,2053.13,2073.99,3782390000,-0.02
2016-05-13,2062.5,2046.61,2043.13,2066.79,3579880000,-0.85
2016-05-16,2046.53,2066.66,2046.53,2071.88,3501360000,0.98
2016-05-17,2065.04,2047.21,2040.82,2065.69,4108960000,-0.94
2016-05-18,2044.38,2047.63,2034.49,2060.61,4101320000,0.02
2016-05-19,2044.21,2040.04,2025.91,2044.21,3846770000,-0.37
2016-05-20,2041.88,2052.32,2041.88,2058.35,3507650000,0.60
2016-05-23,2052.23,2048.04,2047.26,2055.58,3055480000,-0.21
2016-05-24,2052.65,2076.06,2052.65,2079.67,3627340000,1.37
