stock_date,open_price,close_price,low,high,volume,return
2013-05-09,1632.69,1626.67,1623.09,1635.01,3457400000,-0.37
2013-05-10,1626.69,1633.7,1623.71,1633.7,3086470000,0.43
2013-05-13,1632.1,1633.77,1626.74,1636,2910600000,0.00
2013-05-14,1633.75,1650.34,1633.75,1651.1,3457790000,1.01
2013-05-15,1649.13,1658.78,1646.68,1661.49,3657440000,0.51
2013-05-16,1658.07,1650.47,1648.6,1660.51,3513130000,-0.50
2013-05-17,1652.45,1667.47,1652.45,1667.47,3440710000,1.03
2013-05-20,1665.71,1666.29,1663.52,1672.84,3275080000,-0.07
2013-05-21,1666.2,1669.16,1662.67,1674.93,3513560000,0.17
2013-05-22,1669.39,1655.35,1648.86,1687.18,4361020000,-0.83
2013-05-23,1651.62,1650.51,1635.53,1655.5,3945510000,-0.29
2013-05-24,1646.67,1649.6,1636.88,1649.78,2758080000,-0.06
2013-05-28,1652.63,1660.06,1652.63,1674.21,3457400000,0.63
2013-05-29,1656.57,1648.36,1640.05,1656.57,3587140000,-0.70
2013-05-30,1649.14,1654.41,1648.61,1661.91,3498620000,0.37
2013-05-31,1652.13,1630.74,1630.74,1658.99,4099600000,-1.43
2013-06-03,1631.71,1640.42,1622.72,1640.42,3952070000,0.59
2013-06-04,1640.73,1631.38,1623.62,1646.53,3653840000,-0.55
2013-06-05,1629.05,1608.9,1607.09,1629.31,3632350000,-1.38
2013-06-06,1609.29,1622.56,1598.23,1622.56,3547380000,0.85
2013-06-07,1625.27,1643.38,1625.27,1644.4,3371990000,1.28
2013-06-10,1644.67,1642.81,1639.26,1648.69,2978730000,-0.03
2013-06-11,1638.64,1626.13,1622.92,1640.13,3435710000,-1.02
2013-06-12,1629.94,1612.52,1610.92,1637.71,3202550000,-0.84
2013-06-13,1612.15,1636.36,1608.07,1639.25,3378620000,1.48
2013-06-14,1635.52,1626.73,1623.96,1640.8,2939400000,-0.59
2013-06-17,1630.64,1639.04,1630.34,1646.5,3137080000,0.76
2013-06-18,1639.77,1651.81,1639.77,1654.19,3120980000,0.78
2013-06-19,1651.83,1628.93,1628.91,1652.45,3545060000,-1.39
2013-06-20,1624.62,1588.19,1584.32,1624.62,4858850000,-2.50
2013-06-21,1588.62,1592.43,1577.7,1599.19,5797280000,0.27
2013-06-24,1588.77,1573.09,1560.33,1588.77,4733660000,-1.21
2013-06-25,1577.52,1588.03,1577.09,1593.79,3761170000,0.95
2013-06-26,1592.27,1603.26,1592.27,1606.83,3558340000,0.96
2013-06-27,1606.44,1613.2,1606.44,1620.07,3364540000,0.62
2013-06-28,1611.12,1606.28,1601.06,1615.94,4977190000,-0.43
2013-07-01,1609.78,1614.96,1609.78,1626.61,3104690000,0.54
2013-07-02,1614.29,1614.08,1606.77,1624.26,3317130000,-0.05
2013-07-03,1611.48,1615.41,1604.57,1618.97,1966050000,0.08
2013-07-05,1618.65,1631.89,1614.71,1632.07,2634140000,1.02
2013-07-08,1634.2,1640.46,1634.2,1644.68,3514590000,0.53
2013-07-09,1642.89,1652.32,1642.89,1654.18,3155360000,0.72
2013-07-10,1651.56,1652.62,1647.66,1657.92,3011010000,0.02
2013-07-11,1657.41,1675.02,1657.41,1676.63,3446340000,1.36
2013-07-12,1675.26,1680.19,1672.33,1680.19,3039070000,0.31
2013-07-15,1679.59,1682.5,1677.89,1684.51,2623200000,0.14
2013-07-16,1682.7,1676.26,1671.84,1683.73,3081710000,-0.37
2013-07-17,1677.91,1680.91,1677.91,1684.75,3153440000,0.28
2013-07-18,1681.05,1689.37,1681.05,1693.12,3452370000,0.50
2013-07-19,1686.15,1692.09,1684.08,1692.09,3302580000,0.16
2013-07-22,1694.41,1695.53,1690.67,1697.61,2779130000,0.20
2013-07-23,1696.63,1692.39,1691.13,1698.78,3096180000,-0.19
2013-07-24,1696.06,1685.94,1682.57,1698.38,3336120000,-0.38
2013-07-25,1685.21,1690.25,1680.07,1690.94,3322500000,0.26
2013-07-26,1687.31,1691.65,1676.03,1691.85,2762770000,0.08
2013-07-29,1690.32,1685.33,1681.86,1690.92,2840520000,-0.37
2013-07-30,1687.92,1685.96,1682.42,1693.19,3320530000,0.04
2013-07-31,1687.76,1685.73,1684.94,1698.43,3847390000,-0.01
2013-08-01,1689.42,1706.87,1689.42,1707.85,3775170000,1.25
2013-08-02,1706.1,1709.67,1700.68,1709.67,3136630000,0.16
2013-08-05,1708.01,1707.14,1703.55,1709.24,2529300000,-0.15
2013-08-06,1705.79,1697.37,1693.29,1705.79,3141210000,-0.57
2013-08-07,1695.3,1690.91,1684.91,1695.3,3010230000,-0.38
2013-08-08,1693.35,1697.48,1688.38,1700.18,3271660000,0.39
2013-08-09,1696.1,1691.42,1686.02,1699.42,2957670000,-0.36
2013-08-12,1688.37,1689.47,1683.35,1691.49,2789160000,-0.12
2013-08-13,1690.65,1694.16,1682.62,1696.81,3035560000,0.28
2013-08-14,1693.88,1685.39,1684.83,1695.52,2871430000,-0.52
2013-08-15,1679.61,1661.32,1658.59,1679.61,3426690000,-1.43
2013-08-16,1661.22,1655.83,1652.61,1663.6,3211450000,-0.33
2013-08-19,1655.25,1646.06,1645.84,1659.18,2904530000,-0.59
2013-08-20,1646.81,1652.35,1646.08,1658.92,2994090000,0.38
2013-08-21,1650.66,1642.8,1639.43,1656.99,2932180000,-0.58
2013-08-22,1645.03,1656.96,1645.03,1659.55,2537460000,0.86
2013-08-23,1659.92,1663.5,1654.81,1664.85,2582670000,0.39
2013-08-26,1664.29,1656.78,1656.02,1669.51,2430670000,-0.40
2013-08-27,1652.54,1630.48,1629.05,1652.54,3219190000,-1.59
2013-08-28,1630.25,1634.96,1627.47,1641.18,2784010000,0.27
2013-08-29,1633.5,1638.17,1630.88,1646.41,2527550000,0.20
2013-08-30,1638.89,1632.97,1628.05,1640.08,2734300000,-0.32
2013-09-03,1635.95,1639.77,1633.41,1651.35,3731610000,0.42
2013-09-04,1640.72,1653.08,1637.41,1655.72,3312150000,0.81
2013-09-05,1653.28,1655.08,1653.07,1659.17,2957110000,0.12
2013-09-06,1657.44,1655.17,1640.62,1664.83,3123880000,0.01
2013-09-09,1656.85,1671.71,1656.85,1672.4,3102780000,1.00
2013-09-10,1675.11,1683.99,1675.11,1684.09,3691800000,0.73
2013-09-11,1681.04,1689.13,1678.7,1689.13,3135460000,0.31
2013-09-12,1689.21,1683.42,1681.96,1689.97,3106290000,-0.34
2013-09-13,1685.04,1687.99,1682.22,1688.73,2736500000,0.27
2013-09-16,1691.7,1697.6,1691.7,1704.95,3079800000,0.57
2013-09-17,1697.73,1704.76,1697.73,1705.52,2774240000,0.42
2013-09-18,1705.74,1725.52,1700.35,1729.44,3989760000,1.22
2013-09-19,1727.34,1722.34,1720.2,1729.86,3740130000,-0.18
2013-09-20,1722.44,1709.91,1708.89,1725.23,5074030000,-0.72
2013-09-23,1711.44,1701.84,1697.1,1711.44,3126950000,-0.47
2013-09-24,1702.6,1697.42,1694.9,1707.63,3268930000,-0.26
2013-09-25,1698.02,1692.77,1691.88,1701.71,3148730000,-0.27
2013-09-26,1694.05,1698.67,1693.11,1703.85,2813930000,0.35
2013-09-27,1695.52,1691.75,1687.11,1695.52,2951700000,-0.41
2013-09-30,1687.26,1681.55,1674.99,1687.26,3308630000,-0.60
2013-10-01,1682.41,1695,1682.07,1696.55,3238690000,0.80
2013-10-02,1691.9,1693.87,1680.34,1693.87,3148600000,-0.07
2013-10-03,1692.35,1678.66,1670.36,1692.35,3279650000,-0.90
2013-10-04,1678.79,1690.5,1677.33,1691.94,2880270000,0.71
2013-10-07,1687.15,1676.12,1674.7,1687.15,2678490000,-0.85
2013-10-08,1676.22,1655.45,1655.03,1676.79,3569230000,-1.23
2013-10-09,1656.99,1656.4,1646.47,1662.47,3577840000,0.06
2013-10-10,1660.88,1692.56,1660.88,1692.56,3362300000,2.18
2013-10-11,1691.09,1703.2,1688.52,1703.44,2944670000,0.63
2013-10-14,1699.86,1710.14,1692.13,1711.03,2580580000,0.41
2013-10-15,1709.17,1698.06,1695.93,1711.57,3327740000,-0.71
2013-10-16,1700.49,1721.54,1700.49,1721.76,3486180000,1.38
2013-10-17,1720.17,1733.15,1714.12,1733.45,3453590000,0.67
2013-10-18,1736.72,1744.5,1735.74,1745.31,3664890000,0.65
2013-10-21,1745.2,1744.66,1740.67,1747.79,3052710000,0.01
2013-10-22,1746.48,1754.67,1746.48,1759.33,3850840000,0.57
2013-10-23,1752.27,1746.38,1740.5,1752.27,3713380000,-0.47
2013-10-24,1747.48,1752.07,1745.5,1753.94,3671700000,0.33
2013-10-25,1756.01,1759.77,1752.45,1759.82,3175720000,0.44
2013-10-28,1759.42,1762.11,1757.67,1764.99,3282300000,0.13
2013-10-29,1762.93,1771.95,1762.93,1772.09,3358460000,0.56
2013-10-30,1772.27,1763.31,1757.24,1775.22,3523040000,-0.49
2013-10-31,1763.24,1756.54,1755.72,1768.53,3826530000,-0.38
2013-11-01,1758.7,1761.64,1752.7,1765.67,3686290000,0.29
2013-11-04,1763.4,1767.93,1761.56,1768.78,3194870000,0.36
2013-11-05,1765.67,1762.97,1755.76,1767.03,3516680000,-0.28
2013-11-06,1765,1770.49,1764.4,1773.74,3322100000,0.43
2013-11-07,1770.74,1747.15,1746.2,1774.54,4143200000,-1.32
2013-11-08,1748.37,1770.61,1747.63,1770.78,3837170000,1.34
2013-11-11,1769.96,1771.89,1767.85,1773.44,2534060000,0.07
2013-11-12,1769.51,1767.69,1762.29,1771.78,3221030000,-0.24
2013-11-13,1764.37,1782,1760.64,1782,3327480000,0.81
2013-11-14,1782.75,1790.62,1780.22,1791.53,3139060000,0.48
2013-11-15,1790.66,1798.18,1790.66,1798.22,3254820000,0.42
2013-11-18,1798.82,1791.53,1788,1802.33,3168520000,-0.37
2013-11-19,1790.79,1787.87,1784.72,1795.51,3224450000,-0.20
2013-11-20,1789.59,1781.37,1777.23,1795.73,3109140000,-0.36
2013-11-21,1783.52,1795.85,1783.52,1797.16,3256630000,0.81
2013-11-22,1797.21,1804.76,1794.7,1804.84,3055140000,0.50
2013-11-25,1806.33,1802.48,1800.58,1808.1,2998540000,-0.13
2013-11-26,1802.87,1802.75,1800.77,1808.42,3427120000,0.01
2013-11-27,1803.48,1807.23,1802.77,1808.27,2613590000,0.25
2013-11-29,1808.69,1805.81,1803.98,1813.55,1598300000,-0.08
2013-12-02,1806.55,1800.9,1798.6,1810.02,3095430000,-0.27
2013-12-03,1800.1,1795.15,1787.85,1800.1,3475680000,-0.32
2013-12-04,1793.15,1792.81,1779.09,1799.8,3610540000,-0.13
2013-12-05,1792.82,1785.03,1783.38,1792.82,3336880000,-0.43
2013-12-06,1788.36,1805.09,1788.36,1806.04,3150030000,1.12
2013-12-09,1806.21,1808.37,1806.21,1811.52,3129500000,0.18
2013-12-10,1807.6,1802.62,1801.75,1808.52,3117150000,-0.32
2013-12-11,1802.76,1782.22,1780.09,1802.97,3472240000,-1.13
2013-12-12,1781.71,1775.5,1772.28,1782.99,3306640000,-0.38
2013-12-13,1777.98,1775.32,1772.45,1780.92,3061070000,-0.01
2013-12-16,1777.48,1786.54,1777.48,1792.22,3209890000,0.63
2013-12-17,1786.47,1781,1777.05,1786.77,3270030000,-0.31
2013-12-18,1781.46,1810.65,1767.99,1811.08,4327770000,1.66
2013-12-19,1809,1809.6,1801.35,1810.88,3497210000,-0.06
2013-12-20,1810.39,1818.32,1810.25,1823.75,5097700000,0.48
2013-12-23,1822.92,1827.99,1822.92,1829.75,2851540000,0.53
2013-12-24,1828.02,1833.32,1828.02,1833.32,1307630000,0.29
2013-12-26,1834.96,1842.02,1834.96,1842.84,1982270000,0.47
2013-12-27,1842.97,1841.4,1839.81,1844.89,2052920000,-0.03
2013-12-30,1841.47,1841.07,1838.77,1842.47,2293860000,-0.02
2013-12-31,1842.61,1848.36,1842.41,1849.44,2312840000,0.40
2014-01-02,1845.86,1831.98,1827.74,1845.86,3080600000,-0.89
2014-01-03,1833.21,1831.37,1829.13,1838.24,2774270000,-0.03
2014-01-06,1832.31,1826.77,1823.73,1837.16,3294850000,-0.25
2014-01-07,1828.71,1837.88,1828.71,1840.1,3511750000,0.61
2014-01-08,1837.9,1837.49,1831.4,1840.02,3652140000,-0.02
2014-01-09,1839,1838.13,1830.38,1843.23,3581150000,0.03
2014-01-10,1840.06,1842.37,1832.43,1843.15,3335710000,0.23
2014-01-13,1841.26,1819.2,1815.52,1843.45,3591350000,-1.26
2014-01-14,1821.36,1838.88,1821.36,1839.26,3353270000,1.08
2014-01-15,1840.52,1848.38,1840.52,1850.84,3777800000,0.52
2014-01-16,1847.99,1845.89,1840.3,1847.99,3491310000,-0.13
2014-01-17,1844.23,1838.7,1835.23,1846.04,3626120000,-0.39
2014-01-21,1841.05,1843.8,1832.38,1849.31,3782470000,0.28
2014-01-22,1844.71,1844.86,1840.88,1846.87,3374170000,0.06
2014-01-23,1842.29,1828.46,1820.06,1842.29,3972250000,-0.89
2014-01-24,1826.96,1790.29,1790.29,1826.96,4618450000,-2.09
2014-01-27,1791.03,1781.56,1772.88,1795.98,4045200000,-0.49
2014-01-28,1783,1792.5,1779.49,1793.87,3437830000,0.61
2014-01-29,1790.15,1774.2,1770.45,1790.15,3964020000,-1.02
2014-01-30,1777.17,1794.19,1777.17,1798.77,3547510000,1.13
2014-01-31,1790.88,1782.59,1772.26,1793.88,4059690000,-0.65
2014-02-03,1782.68,1741.89,1739.66,1784.83,4726040000,-2.28
2014-02-04,1743.82,1755.2,1743.82,1758.73,4068410000,0.76
2014-02-05,1753.38,1751.64,1737.92,1755.79,3984290000,-0.20
2014-02-06,1752.99,1773.43,1752.99,1774.06,3825410000,1.24
2014-02-07,1776.01,1797.02,1776.01,1798.03,3775990000,1.33
2014-02-10,1796.2,1799.84,1791.83,1799.94,3312160000,0.16
2014-02-11,1800.45,1819.75,1800.41,1823.54,3699380000,1.11
2014-02-12,1820.12,1819.26,1815.97,1826.55,3326380000,-0.03
2014-02-13,1814.82,1829.83,1809.22,1830.25,3289510000,0.58
2014-02-14,1828.46,1838.63,1825.59,1841.65,3114750000,0.48
2014-02-18,1839.03,1840.76,1835.01,1842.87,3421110000,0.12
2014-02-19,1838.9,1828.75,1826.99,1847.5,3661570000,-0.65
2014-02-20,1829.24,1839.78,1824.58,1842.79,3404980000,0.60
2014-02-21,1841.07,1836.25,1835.6,1846.13,3403880000,-0.19
2014-02-24,1836.78,1847.61,1836.78,1858.71,4014530000,0.62
2014-02-25,1847.66,1845.12,1840.19,1852.91,3515560000,-0.13
2014-02-26,1845.79,1845.16,1840.66,1852.65,3716730000,0.00
2014-02-27,1844.9,1854.29,1841.13,1854.53,3547460000,0.49
2014-02-28,1855.12,1859.45,1847.67,1867.92,3917450000,0.28
2014-03-03,1857.68,1845.73,1834.44,1857.68,3428220000,-0.74
2014-03-04,1849.23,1873.91,1849.23,1876.23,3765770000,1.53
2014-03-05,1874.05,1873.81,1871.11,1876.53,3392990000,-0.01
2014-03-06,1874.18,1877.03,1874.18,1881.94,3360450000,0.17
2014-03-07,1878.52,1878.04,1870.56,1883.57,3564740000,0.05
2014-03-10,1877.86,1877.17,1867.04,1877.87,3021350000,-0.05
2014-03-11,1878.26,1867.63,1863.88,1882.35,3392400000,-0.51
2014-03-12,1866.15,1868.2,1854.38,1868.38,3270860000,0.03
2014-03-13,1869.06,1846.34,1841.86,1874.4,3670990000,-1.17
2014-03-14,1845.07,1841.13,1839.57,1852.44,3285460000,-0.28
2014-03-17,1842.81,1858.83,1842.81,1862.3,2860490000,0.96
2014-03-18,1858.92,1872.25,1858.92,1873.76,2930190000,0.72
2014-03-19,1872.25,1860.77,1850.35,1874.14,3289210000,-0.61
2014-03-20,1860.09,1872.01,1854.63,1873.49,3327540000,0.60
2014-03-21,1874.53,1866.52,1863.46,1883.97,5270710000,-0.29
2014-03-24,1867.67,1857.44,1849.69,1873.34,3409000000,-0.49
2014-03-25,1859.48,1865.62,1855.96,1871.87,3200560000,0.44
2014-03-26,1867.09,1852.56,1852.56,1875.92,3480850000,-0.70
2014-03-27,1852.11,1849.04,1842.11,1855.55,3733430000,-0.19
2014-03-28,1850.07,1857.62,1850.07,1866.63,2955520000,0.46
2014-03-31,1859.16,1872.34,1859.16,1875.18,3274300000,0.79
2014-04-01,1873.96,1885.52,1873.96,1885.84,3336190000,0.70
2014-04-02,1886.61,1890.9,1883.79,1893.17,3131660000,0.29
2014-04-03,1891.43,1888.77,1882.65,1893.8,3055600000,-0.11
2014-04-04,1890.25,1865.09,1863.26,1897.28,3583750000,-1.25
2014-04-07,1863.92,1845.04,1841.48,1864.04,3801540000,-1.08
2014-04-08,1845.48,1851.96,1837.49,1854.95,3721450000,0.38
2014-04-09,1852.64,1872.18,1852.38,1872.43,3308650000,1.09
2014-04-10,1872.28,1833.08,1830.87,1872.53,3758780000,-2.09
2014-04-11,1830.65,1815.69,1814.36,1835.07,3743460000,-0.95
2014-04-14,1818.18,1830.61,1815.8,1834.19,3111540000,0.82
2014-04-15,1831.45,1842.98,1816.29,1844.02,3736440000,0.68
2014-04-16,1846.01,1862.31,1846.01,1862.31,3155080000,1.05
2014-04-17,1861.73,1864.85,1856.72,1869.63,3341430000,0.14
2014-04-21,1865.79,1871.89,1863.18,1871.89,2642500000,0.38
2014-04-22,1872.57,1879.55,1872.57,1884.89,3215440000,0.41
2014-04-23,1879.32,1875.39,1873.91,1879.75,3085720000,-0.22
2014-04-24,1881.97,1878.61,1870.24,1884.06,3191830000,0.17
2014-04-25,1877.72,1863.4,1859.7,1877.72,3213020000,-0.81
2014-04-28,1865,1869.43,1850.61,1877.01,4034680000,0.32
2014-04-29,1870.78,1878.33,1870.78,1880.6,3647820000,0.48
2014-04-30,1877.1,1883.95,1872.69,1885.2,3779230000,0.30
2014-05-01,1884.39,1883.68,1878.04,1888.59,3416740000,-0.01
2014-05-02,1885.3,1881.14,1878.5,1891.33,3159560000,-0.13
2014-05-05,1879.45,1884.66,1866.77,1885.51,2733730000,0.19
2014-05-06,1883.69,1867.72,1867.72,1883.69,3327260000,-0.90
2014-05-07,1868.53,1878.21,1859.79,1878.83,3632950000,0.56
2014-05-08,1877.39,1875.63,1870.05,1889.07,3393420000,-0.14
2014-05-09,1875.27,1878.48,1867.02,1878.57,3025020000,0.15
2014-05-12,1880.03,1896.65,1880.03,1897.13,3005740000,0.97
2014-05-13,1896.75,1897.45,1896.06,1902.17,2915680000,0.04
2014-05-14,1897.13,1888.53,1885.77,1897.13,2822060000,-0.47
2014-05-15,1888.16,1870.85,1862.36,1888.16,3552640000,-0.94
2014-05-16,1871.19,1877.86,1864.82,1878.28,3173650000,0.37
2014-05-19,1876.66,1885.08,1872.42,1886,2664250000,0.38
2014-05-20,1884.88,1872.83,1868.14,1884.88,3007700000,-0.65
2014-05-21,1873.34,1888.03,1873.34,1888.8,2777140000,0.81
2014-05-22,1888.19,1892.49,1885.39,1896.33,2759800000,0.24
2014-05-23,1893.32,1900.53,1893.32,1901.26,2396280000,0.42
2014-05-27,1902.01,1911.91,1902.01,1912.28,2911020000,0.60
2014-05-28,1911.77,1909.78,1907.3,1914.46,2976450000,-0.11
2014-05-29,1910.6,1920.03,1909.82,1920.03,2709050000,0.54
2014-05-30,1920.33,1923.57,1916.64,1924.03,3263490000,0.18
2014-06-02,1923.87,1924.97,1915.98,1925.88,2509020000,0.07
2014-06-03,1923.07,1924.24,1918.79,1925.07,2867180000,-0.04
2014-06-04,1923.06,1927.88,1918.6,1928.63,2793920000,0.19
2014-06-05,1928.52,1940.46,1922.93,1941.74,3113270000,0.65
2014-06-06,1942.41,1949.44,1942.41,1949.44,2864300000,0.46
2014-06-09,1948.97,1951.27,1947.16,1955.55,2812180000,0.09
2014-06-10,1950.34,1950.79,1944.64,1950.86,2702360000,-0.02
2014-06-11,1949.37,1943.89,1940.08,1949.37,2710620000,-0.35
2014-06-12,1943.35,1930.11,1925.78,1943.35,3040480000,-0.71
2014-06-13,1930.8,1936.16,1927.69,1937.3,2598230000,0.31
2014-06-16,1934.84,1937.78,1930.91,1941.15,2926130000,0.08
2014-06-17,1937.15,1941.99,1933.55,1943.69,2971260000,0.22
2014-06-18,1942.73,1956.98,1939.29,1957.74,3065220000,0.77
2014-06-19,1957.5,1959.48,1952.26,1959.87,2952150000,0.13
2014-06-20,1960.45,1962.87,1959.17,1963.91,4336240000,0.17
2014-06-23,1962.92,1962.61,1958.89,1963.74,2717630000,-0.01
2014-06-24,1961.97,1949.98,1948.34,1968.17,3089700000,-0.64
2014-06-25,1949.27,1959.53,1947.49,1960.83,3106710000,0.49
2014-06-26,1959.89,1957.22,1944.69,1959.89,2778840000,-0.12
2014-06-27,1956.56,1960.96,1952.18,1961.47,4290590000,0.19
2014-06-30,1960.79,1960.23,1958.22,1964.24,3037350000,-0.04
2014-07-01,1962.29,1973.32,1962.29,1978.58,3188240000,0.67
2014-07-02,1973.06,1974.62,1972.58,1976.67,2851480000,0.07
2014-07-03,1975.88,1985.44,1975.88,1985.59,1998090000,0.55
2014-07-07,1984.22,1977.65,1974.88,1984.22,2681260000,-0.39
2014-07-08,1976.39,1963.71,1959.46,1976.39,3302430000,-0.70
2014-07-09,1965.1,1972.83,1965.1,1974.15,2858800000,0.46
2014-07-10,1966.67,1964.68,1952.86,1969.84,3165690000,-0.41
2014-07-11,1965.76,1967.57,1959.63,1968.67,2684630000,0.15
2014-07-14,1969.86,1977.1,1969.86,1979.85,2744920000,0.48
2014-07-15,1977.36,1973.28,1965.34,1982.52,3328740000,-0.19
2014-07-16,1976.35,1981.57,1975.67,1983.94,3390950000,0.42
2014-07-17,1979.75,1958.12,1955.59,1981.8,3381680000,-1.18
2014-07-18,1961.54,1978.22,1960.82,1979.91,3106060000,1.03
2014-07-21,1976.93,1973.63,1965.77,1976.93,2611160000,-0.23
2014-07-22,1975.65,1983.53,1975.65,1986.24,2890480000,0.50
2014-07-23,1985.32,1987.01,1982.44,1989.23,2869720000,0.18
2014-07-24,1988.07,1987.98,1985.79,1991.39,3203530000,0.05
2014-07-25,1984.6,1978.34,1974.37,1984.6,2638960000,-0.48
2014-07-28,1978.25,1978.91,1967.31,1981.52,2803320000,0.03
2014-07-29,1980.03,1969.95,1969.95,1984.85,3183300000,-0.45
2014-07-30,1973.21,1970.07,1962.42,1978.9,3448250000,0.01
2014-07-31,1965.14,1930.67,1930.67,1965.14,4193000000,-2.00
2014-08-01,1929.8,1925.15,1916.37,1937.35,3789660000,-0.29
2014-08-04,1926.62,1938.99,1921.2,1942.92,3072920000,0.72
2014-08-05,1936.34,1920.21,1913.77,1936.34,3462520000,-0.97
2014-08-06,1917.29,1920.24,1911.45,1927.91,3539150000,0.00
2014-08-07,1923.03,1909.57,1904.78,1928.89,3230520000,-0.56
2014-08-08,1910.35,1931.59,1909.01,1932.38,2902280000,1.15
2014-08-11,1933.43,1936.92,1933.43,1944.9,2784890000,0.28
2014-08-12,1935.73,1933.75,1928.29,1939.65,2611700000,-0.16
2014-08-13,1935.6,1946.72,1935.6,1948.41,2718020000,0.67
2014-08-14,1947.41,1955.18,1947.41,1955.23,2609460000,0.43
2014-08-15,1958.87,1955.06,1941.5,1964.04,3023380000,-0.01
2014-08-18,1958.36,1971.74,1958.36,1971.99,2638160000,0.85
2014-08-19,1972.73,1981.6,1972.73,1982.57,2656430000,0.50
2014-08-20,1980.46,1986.51,1977.68,1988.57,2579560000,0.25
2014-08-21,1986.82,1992.37,1986.82,1994.76,2638920000,0.29
2014-08-22,1992.6,1988.4,1984.76,1993.54,2301860000,-0.20
2014-08-25,1991.74,1997.92,1991.74,2001.95,2233880000,0.48
2014-08-26,1998.59,2000.02,1998.59,2005.04,2451950000,0.11
2014-08-27,2000.54,2000.12,1996.2,2002.14,2344350000,0.00
2014-08-28,1997.42,1996.74,1990.52,1998.55,2282400000,-0.17
2014-08-29,1998.45,2003.37,1994.65,2003.38,2259130000,0.33
2014-09-02,2004.07,2002.28,1994.85,2006.12,2819980000,-0.05
2014-09-03,2003.57,2000.72,1998.14,2009.28,2809980000,-0.08
2014-09-04,2001.67,1997.65,1992.54,2011.17,3072410000,-0.15
2014-09-05,1998,2007.71,1990.1,2007.71,2818300000,0.50
2014-09-08,2007.17,2001.54,1995.6,2007.17,2789090000,-0.31
2014-09-09,2000.73,1988.44,1984.61,2001.01,2882830000,-0.65
2014-09-10,1988.41,1995.69,1982.99,1996.66,2912430000,0.36
2014-09-11,1992.85,1997.45,1985.93,1997.65,2941690000,0.09
2014-09-12,1996.74,1985.54,1980.26,1996.74,3206570000,-0.60
2014-09-15,1986.04,1984.13,1978.48,1987.18,2776530000,-0.07
2014-09-16,1981.93,1998.98,1979.06,2002.28,3160310000,0.75
2014-09-17,1999.3,2001.57,1993.29,2010.74,3209420000,0.13
2014-09-18,2003.07,2011.36,2003.07,2012.34,3235340000,0.49
2014-09-19,2012.74,2010.4,2006.59,2019.26,4880220000,-0.05
2014-09-22,2009.08,1994.29,1991.01,2009.08,3349670000,-0.80
2014-09-23,1992.78,1982.77,1982.77,1995.41,3279350000,-0.58
2014-09-24,1983.34,1998.3,1978.63,1999.79,3313850000,0.78
2014-09-25,1997.32,1965.99,1965.99,1997.32,3273050000,-1.62
2014-09-26,1966.22,1982.85,1966.22,1986.37,2929440000,0.86
2014-09-29,1978.96,1977.8,1964.04,1981.28,3094440000,-0.25
2014-09-30,1978.21,1972.29,1968.96,1985.17,3951100000,-0.28
2014-10-01,1971.44,1946.16,1941.72,1971.44,4188590000,-1.32
2014-10-02,1945.83,1946.17,1926.03,1952.32,4012510000,0.00
2014-10-03,1948.12,1967.9,1948.12,1971.19,3560970000,1.12
2014-10-06,1970.01,1964.82,1958.43,1977.84,3358220000,-0.16
2014-10-07,1962.36,1935.1,1934.87,1962.36,3687870000,-1.51
2014-10-08,1935.55,1968.89,1925.25,1970.36,4441890000,1.75
2014-10-09,1967.68,1928.21,1927.56,1967.68,4344020000,-2.07
2014-10-10,1925.63,1906.13,1906.05,1936.98,4550540000,-1.15
2014-10-13,1905.65,1874.74,1874.14,1912.09,4352580000,-1.65
2014-10-14,1877.11,1877.7,1871.79,1898.71,4812010000,0.16
2014-10-15,1874.18,1862.49,1820.66,1874.18,6090800000,-0.81
2014-10-16,1855.95,1862.76,1835.02,1876.01,5073150000,0.01
2014-10-17,1864.91,1886.76,1864.91,1898.16,4482120000,1.29
2014-10-20,1885.62,1904.01,1882.3,1905.03,3331210000,0.91
2014-10-21,1909.38,1941.28,1909.38,1942.45,3987090000,1.96
2014-10-22,1941.29,1927.11,1926.83,1949.31,3761930000,-0.73
2014-10-23,1931.02,1950.82,1931.02,1961.95,3789250000,1.23
2014-10-24,1951.59,1964.58,1946.27,1965.27,3078380000,0.71
2014-10-27,1962.97,1961.63,1951.37,1964.64,3538860000,-0.15
2014-10-28,1964.14,1985.05,1964.14,1985.05,3653260000,1.19
2014-10-29,1983.29,1982.3,1969.04,1991.4,3740350000,-0.14
2014-10-30,1979.49,1994.65,1974.75,1999.4,3586150000,0.62
2014-10-31,2001.2,2018.05,2001.2,2018.19,4292290000,1.17
2014-11-03,2018.21,2017.81,2013.68,2024.46,3555440000,-0.01
2014-11-04,2015.81,2012.1,2001.01,2015.98,3956260000,-0.28
2014-11-05,2015.29,2023.57,2014.42,2023.77,3766590000,0.57
2014-11-06,2023.33,2031.21,2015.86,2031.61,3669770000,0.38
2014-11-07,2032.36,2031.92,2025.07,2034.26,3704280000,0.03
2014-11-10,2032.01,2038.26,2030.17,2038.7,3284940000,0.31
2014-11-11,2038.2,2039.68,2035.28,2041.28,2958320000,0.07
2014-11-12,2037.75,2038.25,2031.95,2040.33,3246650000,-0.07
2014-11-13,2039.21,2039.33,2030.44,2046.18,3455270000,0.05
