Code,Timestamp,Open,Close,Low,High,Volume,Return
INTU,2024-07-24,629.82,620.24,619.1,637.06,1590200,-2.72
IPG,2024-07-19,30.17,29.65,29.51,30.17,3018100,-1991.87
IPG,2024-07-22,29.05,29.67,28.92,29.7,4500700,0.07
IPG,2024-07-23,29.55,29.93,29.4,30.09,6149600,0.87
IPG,2024-07-24,30,29.57,28.84,30.07,7078300,-1.22
IP,2024-07-19,45.7,45.72,45.49,46.04,4219100,35.32
IP,2024-07-22,45.9,46.49,45.76,46.68,6366400,1.66
IP,2024-07-23,46.09,45.92,45.52,46.18,5522100,-1.24
IP,2024-07-24,45.54,46.28,44.97,47.3,15253200,0.78
IQV,2024-07-19,226.04,224.57,222.01,226.53,1093500,79.39
IQV,2024-07-22,239.86,245.23,230.27,246.41,2496300,8.42
IQV,2024-07-23,242,238.79,238.58,243.17,1918100,-2.70
IQV,2024-07-24,238.04,238.75,236.32,240.91,1339300,-0.02
IRM,2024-07-19,98.19,98.28,97.46,98.75,1082600,-142.93
IRM,2024-07-22,98.28,100.13,98.17,100.22,1116900,1.85
IRM,2024-07-23,100.06,100.94,99.82,101.38,1053600,0.80
IRM,2024-07-24,100.56,96.9,96.78,100.81,1798300,-4.17
IR,2024-07-19,98.25,96.86,96.79,98.55,1549000,-0.04
IR,2024-07-22,97.9,99.95,97.08,100.14,2042900,3.09
IR,2024-07-23,99.65,100.25,99.51,101.3,1419400,0.30
IR,2024-07-24,99.39,95.75,95.57,99.79,3511200,-4.70
ISRG,2024-07-19,449.43,455.01,439,456.81,4201300,78.96
ISRG,2024-07-22,462.33,461.12,459.18,468.78,2574400,1.33
ISRG,2024-07-23,459.1,455.06,454.36,462.61,1753100,-1.33
ISRG,2024-07-24,455.25,454.02,452.25,460.59,2296500,-0.23
ITW,2024-07-19,250.07,242.62,241.82,250.28,2575400,-87.13
ITW,2024-07-22,244.11,245.39,240.47,245.74,763300,1.13
ITW,2024-07-23,244.62,243.06,242.74,245.75,642900,-0.96
ITW,2024-07-24,241.82,239.3,238.59,244.21,893000,-1.57
IT,2024-07-19,461.88,458.55,457.17,464.92,243000,47.81
IT,2024-07-22,461.43,471.69,460.86,472.04,343200,2.79
IT,2024-07-23,474.23,467.5,467.35,475,487900,-0.90
IT,2024-07-24,462.89,457.42,457.1,465.97,402500,-2.20
IVZ,2024-07-19,16.21,16.21,16.04,16.5,3667000,-2721.84
IVZ,2024-07-22,16.37,16.49,16.11,16.52,6004000,1.70
IVZ,2024-07-23,16.52,16.8,16.19,16.93,8767100,1.85
IVZ,2024-07-24,16.96,16.58,16.55,17.09,5584500,-1.33
JBHT,2024-07-19,161.25,164.18,158.71,164.33,1235100,89.90
JBHT,2024-07-22,164.92,164.71,163.06,166.2,938800,0.32
JBHT,2024-07-23,162.67,165.13,162.67,167.32,817000,0.25
JBHT,2024-07-24,165.25,163.8,161.79,165.53,841700,-0.81
JCI,2024-07-19,70.12,68.95,68.82,70.12,2441700,-137.56
JCI,2024-07-22,69.64,70.2,68.9,70.23,2133300,1.78
JCI,2024-07-23,69.64,69.12,68.2,69.98,7095200,-1.56
JCI,2024-07-24,68.8,67.54,67.42,68.84,8242600,-2.34
JEC,2024-07-19,105.53,105.08,103.72,105.86,3313700,35.73
JEC,2024-07-22,105.09,103.94,103.7,105.5,1731100,-1.10
JEC,2024-07-23,103.79,104.29,103.28,105.35,3479900,0.34
JEC,2024-07-24,104.52,105.47,103.87,106.27,2311000,1.12
JNJ,2024-07-19,156.51,154.69,154.12,156.51,7398000,31.82
JNJ,2024-07-22,154.77,154.24,153.59,155.11,6840600,-0.29
JNJ,2024-07-23,153.31,152.35,151.57,153.5,6261900,-1.24
JNJ,2024-07-24,152.76,156.28,152.33,156.41,7168200,2.51
JNPR,2024-07-19,37.47,37.29,37.26,37.47,1234400,-319.09
JNPR,2024-07-22,37.09,37.25,36.91,37.31,3251800,-0.11
JNPR,2024-07-23,37.16,37.18,37.1,37.4,2453500,-0.19
JNPR,2024-07-24,37.11,36.77,36.74,37.22,3133800,-1.12
JPM,2024-07-19,211.2,209.78,208.92,212.35,8095900,82.47
JPM,2024-07-22,210.46,210.28,209.71,212.17,7663200,0.24
JPM,2024-07-23,211.02,210.33,209.35,211.48,5557300,0.02
JPM,2024-07-24,209.55,208.59,208.07,212.03,7119000,-0.83
JWN,2024-07-19,23.23,22.67,22.62,23.32,1282300,-820.11
JWN,2024-07-22,22.78,22.03,21.96,22.87,1978900,-2.91
JWN,2024-07-23,22.03,21.82,21.79,22.32,1818900,-0.96
JWN,2024-07-24,21.56,21.1,20.76,21.6,2142700,-3.41
KEY,2024-07-19,15.55,15.59,15.39,15.79,20292900,-35.34
KEY,2024-07-22,15.5,15.77,15.23,15.78,18715800,1.14
KEY,2024-07-23,15.74,15.86,15.7,16.02,16692700,0.57
KEY,2024-07-24,15.93,15.79,15.75,16.13,13944700,-0.44
KHC,2024-07-19,33.66,33.12,33,33.72,6419100,52.32
KHC,2024-07-22,33.15,32.82,32.69,33.22,6321200,-0.91
KHC,2024-07-23,32.85,32.8,32.63,32.97,5618900,-0.06
KHC,2024-07-24,32.89,33.05,32.56,33.36,8162100,0.76
KIM,2024-07-19,21.36,21.24,21.09,21.41,3178600,-55.60
KIM,2024-07-22,21.25,21.47,21.03,21.47,2714400,1.07
KIM,2024-07-23,21.37,21.35,21.3,21.52,3385200,-0.56
KIM,2024-07-24,21.38,20.9,20.88,21.54,5158900,-2.15
KLAC,2024-07-19,785.41,762.55,761.38,795.54,918800,97.26
KLAC,2024-07-22,788.47,809.51,775.14,811.73,967800,5.80
KLAC,2024-07-23,794.02,807.66,794.02,813.5,960700,-0.23
KLAC,2024-07-24,797.3,755.77,751.9,798.74,2430100,-6.87
KMB,2024-07-19,145.08,143.63,143.34,145.23,4086100,-426.19
KMB,2024-07-22,143.5,144.14,142.79,144.38,2620400,0.35
KMB,2024-07-23,139.86,135.88,135.61,140.65,5074500,-6.08
KMB,2024-07-24,134.77,140.51,134.67,140.57,3581800,3.30
KMI,2024-07-19,21.16,21.49,21.1,21.79,26891100,-553.84
KMI,2024-07-22,21.53,21.85,21.5,21.86,15594800,1.65
KMI,2024-07-23,21.81,21.62,21.56,21.81,20814900,-1.06
KMI,2024-07-24,21.64,21.05,21.05,21.66,20630700,-2.71
KMX,2024-07-19,82.02,80.01,79.73,82.52,1459600,73.69
KMX,2024-07-22,80.5,80.79,78.94,80.89,1181700,0.97
KMX,2024-07-23,80.2,80.35,79.33,80.6,1117000,-0.55
KMX,2024-07-24,80,79.9,79.86,82.08,1636300,-0.56
KORS,2024-07-19,92.74,92.09,90.02,92.93,2235700,13.24
KORS,2024-07-22,93.13,93.57,91.4,93.99,2075700,1.58
KORS,2024-07-23,92.38,91.48,91.06,93.04,1896500,-2.28
KORS,2024-07-24,91,90.88,90.75,93.17,2100600,-0.66
KO,2024-07-19,65.64,65.29,64.82,65.64,13775700,-39.19
KO,2024-07-22,65.25,64.77,64.32,65.29,11794200,-0.80
KO,2024-07-23,65.43,64.96,64.85,66.04,11810300,0.29
KO,2024-07-24,65.09,65.81,64.83,65.97,13244600,1.29
KR,2024-07-19,55,54.51,54.27,55,2775100,-20.73
KR,2024-07-22,54.65,54.86,54.6,54.97,4315000,0.64
KR,2024-07-23,54.84,53.84,53.62,54.85,3028400,-1.89
KR,2024-07-24,53.94,54.18,53.28,54.29,3841600,0.63
KSS,2024-07-19,21.75,21.03,21,21.95,4444000,-157.63
KSS,2024-07-22,21.11,20.6,20.35,21.2,6026400,-2.09
KSS,2024-07-23,20.56,20.53,20.18,20.73,5021100,-0.34
KSS,2024-07-24,20.35,19.85,19.85,20.6,5514800,-3.43
KSU,2024-07-19,333.65,331.29,328.43,333.98,1848700,94.01
KSU,2024-07-22,333.23,335.97,332.47,337.09,1733700,1.39
KSU,2024-07-23,334.36,333.24,331.31,337.04,1458200,-0.82
KSU,2024-07-24,333.25,335.61,330.34,337.18,2459300,0.71
K,2024-07-19,59.23,57.96,57.79,59.42,1613600,-479.04
K,2024-07-22,57.82,57.61,57.41,57.92,1656700,-0.61
K,2024-07-23,57.51,56.61,56.48,57.7,1802600,-1.77
K,2024-07-24,56.69,57.23,56.37,57.37,1883200,1.08
LB,2024-07-19,28.22,28.85,28.22,29.78,207500,-98.37
LB,2024-07-22,29.59,29.55,28.65,31,373900,2.37
LB,2024-07-23,28.26,28.22,28.1,29.57,307100,-4.71
LB,2024-07-24,28.22,29.49,28.1,29.95,235200,4.31
LEG,2024-07-19,12.71,12.66,12.43,12.82,1378800,-132.94
LEG,2024-07-22,12.7,12.89,12.45,12.92,1216300,1.78
LEG,2024-07-23,12.77,12.49,12.44,12.82,2295700,-3.20
LEG,2024-07-24,12.43,12.35,12.27,12.65,1381800,-1.13
LEN,2024-07-19,169.73,170.94,167.96,172.32,1823000,92.78
LEN,2024-07-22,169.95,172.5,167.01,172.6,2344900,0.90
LEN,2024-07-23,171.5,172.65,169.86,174.57,1862600,0.09
LEN,2024-07-24,172.07,168.79,168.71,173.41,3003600,-2.29
LH,2024-07-19,216.32,211.37,210.27,216.32,585800,20.14
LH,2024-07-22,211.99,214.34,211.45,216.53,594100,1.39
LH,2024-07-23,214.68,207.09,205.98,214.68,725500,-3.50
LH,2024-07-24,208.44,209.49,208,211.72,509000,1.15
LKQ,2024-07-19,45.38,45.09,44.77,45.41,1605700,-364.60
LKQ,2024-07-22,45.09,45.12,44.24,45.28,1456200,0.07
LKQ,2024-07-23,45.16,45.4,45.04,45.7,2121200,0.62
LKQ,2024-07-24,45.23,44.48,44.34,45.52,1930100,-2.07
LLL,2024-07-19,17.85,17.67,17.6,17.92,1252700,-151.73
LLL,2024-07-22,17.76,17.94,17.41,17.98,1259800,1.51
LLL,2024-07-23,17.86,18.2,17.86,18.35,1138600,1.43
LLL,2024-07-24,18,17.43,17.39,18.1,969200,-4.42
LLY,2024-07-19,867.66,857.47,853,880.21,3782200,97.97
LLY,2024-07-22,864.8,865.97,856.82,874.42,2904500,0.98
LLY,2024-07-23,870,878.29,864.08,887.72,2087700,1.40
LLY,2024-07-24,872.5,859.88,854.27,878.34,2726100,-2.14
LMT,2024-07-19,479.54,474.92,472.81,479.54,889400,-81.06
LMT,2024-07-22,475,474.59,472.85,476.13,881600,-0.07
LMT,2024-07-23,488.84,501.29,482.86,501.77,2579100,5.33
LMT,2024-07-24,505,515.2,501.41,519.59,2580100,2.70
LNC,2024-07-19,32.09,31.91,31.76,32.23,1058200,-1514.54
LNC,2024-07-22,32,32.31,31.82,32.42,886100,1.24
LNC,2024-07-23,32.19,32.64,32.1,32.78,817100,1.01
LNC,2024-07-24,32.5,31.93,31.92,32.77,782500,-2.22
LNT,2024-07-19,55.13,54.84,54.56,55.28,1790600,41.78
LNT,2024-07-22,54.96,55,54.81,55.36,1185300,0.29
LNT,2024-07-23,55,54.65,54.61,55.12,1089600,-0.64
LNT,2024-07-24,54.9,55.66,54.82,55.84,1128900,1.81
LOW,2024-07-19,238.24,237.37,236.7,239.87,2739300,76.55
LOW,2024-07-22,238.29,239.11,235.43,240.24,2308500,0.73
LOW,2024-07-23,239.93,237.16,236.37,240.81,2211000,-0.82
LOW,2024-07-24,236.49,231.67,231.45,239.09,2756800,-2.37
LRCX,2024-07-19,959.54,917.11,915.5,967,1410300,74.74
LRCX,2024-07-22,942,977.06,930.78,981.23,1331900,6.14
LRCX,2024-07-23,963.76,959.69,956.01,977.28,671000,-1.81
LRCX,2024-07-24,950,909.87,908.79,952.24,1315900,-5.48
LUK,2024-07-19,315.41,314.54,312.61,317.11,330400,-189.27
LUK,2024-07-22,315.89,318.64,315.89,320.48,471000,1.29
LUK,2024-07-23,317.57,320.08,317.15,324.56,263100,0.45
LUK,2024-07-24,319.44,310.55,309.42,319.44,404000,-3.07
LUV,2024-07-19,27.42,27.18,26.7,27.48,6706900,-1042.57
LUV,2024-07-22,27.01,27.66,26.81,27.73,6579300,1.74
LUV,2024-07-23,27.75,27.18,26.85,27.8,10145000,-1.77
LUV,2024-07-24,27.17,26.61,26.48,27.25,9815300,-2.14
LYB,2024-07-19,98.21,97,96.37,98.49,1344400,72.57
LYB,2024-07-22,97,97.47,96.28,97.94,1124700,0.48
LYB,2024-07-23,97,96.08,95.61,97.24,1309700,-1.45
LYB,2024-07-24,96.38,95.28,95.26,96.84,915800,-0.84
L,2024-07-19,79.68,78.06,77.69,79.68,621100,-22.06
L,2024-07-22,77.97,78.08,77.51,78.56,327100,0.03
L,2024-07-23,78.18,78.35,78.09,78.59,428400,0.34
L,2024-07-24,78.5,77.92,77.82,78.6,570300,-0.55
MAA,2024-07-19,145.5,143.7,142.78,145.5,442100,45.78
MAA,2024-07-22,143.82,145.03,143.17,145.47,497600,0.92
MAA,2024-07-23,144.73,143.71,143.48,145.73,577900,-0.92
MAA,2024-07-24,143.71,143.41,142.74,144.64,472300,-0.21
MAC,2024-07-19,16.21,16.1,15.87,16.26,1538300,-790.75
MAC,2024-07-22,16.04,16.46,15.93,16.54,1164800,2.19
MAC,2024-07-23,16.35,16.66,16.2,16.7,1751000,1.20
MAC,2024-07-24,16.55,15.86,15.82,16.7,1435200,-5.04
MAR,2024-07-19,245,243.91,242.65,245.72,1342500,93.50
MAR,2024-07-22,243.61,242.94,241.15,244,1212700,-0.40
MAR,2024-07-23,242.66,242.31,241.97,245.6,730900,-0.26
MAR,2024-07-24,241.24,235.04,234.9,241.61,1762500,-3.09
MAS,2024-07-19,73.62,72.73,72.57,73.94,4060200,-223.17
MAS,2024-07-22,72.65,72.84,71.6,73.26,1434000,0.15
MAS,2024-07-23,71.87,71.27,70.97,72.37,3242300,-2.20
MAS,2024-07-24,71.09,70.58,70.28,71.88,2540600,-0.98
MAT,2024-07-19,16.48,16.23,16.22,16.52,1980000,-334.87
MAT,2024-07-22,16.26,18.68,16.01,19.53,34912200,13.12
MAT,2024-07-23,18.51,17.24,17.07,18.55,9929600,-8.35
MAT,2024-07-24,17.7,18.93,17.59,19.16,10195800,8.93
MA,2024-07-19,451.22,443.69,443.57,451.24,2121700,95.73
MA,2024-07-22,445.41,447.94,443.25,448.85,2111700,0.95
MA,2024-07-23,448.05,441.72,441.11,448.74,2385500,-1.41
MA,2024-07-24,434,432.45,428.86,435.86,3764800,-2.14
MCD,2024-07-19,260.39,257.28,255.03,260.44,3470600,-68.09
MCD,2024-07-22,258.3,259.54,256.4,259.79,2759500,0.87
MCD,2024-07-23,259.68,254.05,253.51,260.14,2653100,-2.16
MCD,2024-07-24,246.32,253.37,246.12,254.33,5983300,-0.27
MCHP,2024-07-19,91.65,88.77,88.68,91.78,5818700,-185.42
MCHP,2024-07-22,91.17,93.12,89.82,93.23,6739900,4.67
MCHP,2024-07-23,91.77,89.71,89.6,91.77,6748300,-3.80
MCHP,2024-07-24,89.72,86.57,86.45,89.9,7969600,-3.63
MCK,2024-07-19,586.56,580.13,578.1,587.96,562000,85.08
MCK,2024-07-22,580.23,583,579.95,584.93,461600,0.49
MCK,2024-07-23,586.39,585.74,583.91,592.5,568400,0.47
MCK,2024-07-24,588.53,589.99,583.62,591.4,691600,0.72
MCO,2024-07-19,451.38,442.14,441.53,451.38,1314800,-33.44
MCO,2024-07-22,445.65,450.36,443.52,450.37,1222800,1.83
MCO,2024-07-23,450.23,451.89,440,457.67,1449600,0.34
MCO,2024-07-24,451,433.81,431.01,452.59,1281900,-4.17
MDLZ,2024-07-19,67.02,66.45,66.14,67.25,5012600,-552.84
MDLZ,2024-07-22,67.16,66.54,66.09,67.26,4325800,0.14
MDLZ,2024-07-23,66.37,66.01,65.84,66.64,3431100,-0.80
MDLZ,2024-07-24,66.07,66.4,65.37,66.65,5401400,0.59
MDT,2024-07-19,81.58,79.48,79.41,81.67,9292800,16.46
MDT,2024-07-22,79.55,79.3,79.08,80.08,5904400,-0.23
MDT,2024-07-23,79.45,79.4,78.81,79.66,5022800,0.13
MDT,2024-07-24,79.58,79.97,78.93,80.36,5658500,0.71
MET,2024-07-19,75.74,74.78,74.51,75.74,2138800,-6.94
MET,2024-07-22,75.07,75.24,74.34,75.33,3365600,0.61
MET,2024-07-23,75.05,75.19,74.94,75.43,2071200,-0.07
MET,2024-07-24,75.28,74.52,74.47,75.78,2685000,-0.90
MGM,2024-07-19,45.3,45.37,44.71,45.56,2144700,-64.25
MGM,2024-07-22,45.4,43.77,43.6,45.54,4020100,-3.66
MGM,2024-07-23,43.66,43.78,43.3,43.8,3543100,0.02
MGM,2024-07-24,43.32,42.44,42.39,43.78,3309600,-3.16
MHK,2024-07-19,130.97,129.04,128.55,131.87,573700,67.11
MHK,2024-07-22,128.97,127.32,125.62,129.44,1078900,-1.35
MHK,2024-07-23,126.06,128.06,125.33,128.38,801300,0.58
MHK,2024-07-24,127.65,127.18,126.74,129.47,655400,-0.69
MKC,2024-07-19,74.27,73.59,73.08,74.64,1616600,-72.82
MKC,2024-07-22,73.71,73.43,72.57,73.78,1228400,-0.22
MKC,2024-07-23,73.32,73.94,73.07,74.34,1353300,0.69
MKC,2024-07-24,73.86,74.23,72.98,74.41,2182400,0.39
MLM,2024-07-19,566.04,559.08,555.51,566.59,894300,86.72
MLM,2024-07-22,562.01,567.74,560.63,569.91,506600,1.53
MLM,2024-07-23,566.64,565.07,564.49,571.24,433200,-0.47
MLM,2024-07-24,561.62,537.83,537.57,563.69,615900,-5.06
MMC,2024-07-19,218.67,215.94,215.47,220.12,2485900,-149.06
MMC,2024-07-22,217.81,218.21,217.28,219.34,1852800,1.04
MMC,2024-07-23,219,218.22,218.17,220.76,1390400,0.00
MMC,2024-07-24,218.76,216.66,216.37,219.72,1759600,-0.72
MMM,2024-07-19,104.75,103.92,103.13,104.75,2884900,-108.49
MMM,2024-07-22,104.06,104.97,102.4,105.04,2686600,1.00
MMM,2024-07-23,105,104.73,104.17,105.27,2172600,-0.23
MMM,2024-07-24,104.56,103.25,103.08,105.1,3252000,-1.43
MNST,2024-07-19,51.09,50.89,50.48,51.18,4851000,-102.89
MNST,2024-07-22,50.82,50.36,49.63,50.91,5654600,-1.05
MNST,2024-07-23,50.48,50.31,50.2,50.78,6159700,-0.10
MNST,2024-07-24,50.26,49.59,49.38,50.45,7109700,-1.45
MON,2024-07-19,153.94,153.45,152.67,154.25,993100,67.68
MON,2024-07-22,153.71,157.74,153.48,157.95,1708700,2.72
MON,2024-07-23,157,156.82,155.9,158.5,1764900,-0.59
MON,2024-07-24,156.96,149.89,149.67,157,1905900,-4.62
MOS,2024-07-19,29.9,29.64,29.18,29.9,2600500,-405.70
MOS,2024-07-22,29.79,29.39,29.01,29.85,2242700,-0.85
MOS,2024-07-23,29.07,28.67,28.64,29.15,2453600,-2.51
MOS,2024-07-24,28.77,28.56,28.54,29.07,2436000,-0.39
MO,2024-07-19,49.61,49.45,49.27,49.64,5776500,42.24
MO,2024-07-22,49.41,49.4,49.04,49.56,5103200,-0.10
MO,2024-07-23,49.49,49.12,49,49.73,6919300,-0.57
MO,2024-07-24,49.19,49.42,48.71,49.54,8777200,0.61
MPC,2024-07-19,165.64,165.16,164.01,166.88,3037100,70.08
MPC,2024-07-22,165.1,165.9,164.12,167.69,2620900,0.45
MPC,2024-07-23,165.9,163.97,163.55,166.31,2018200,-1.18
MPC,2024-07-24,164.05,167.55,163.72,167.73,2534900,2.14
MRK,2024-07-19,125.3,125.77,125.18,126.99,6848800,-33.22
MRK,2024-07-22,125.95,125.69,125.03,126.49,4341800,-0.06
MRK,2024-07-23,124.99,124.38,124.18,125.62,4285400,-1.05
MRK,2024-07-24,124.97,125.92,124.68,126.17,6338500,1.22
MRO,2024-07-19,29.33,28.72,28.71,29.37,3845400,-338.44
MRO,2024-07-22,28.69,28.28,28.2,28.69,3777000,-1.56
MRO,2024-07-23,28.12,27.84,27.69,28.17,3739600,-1.58
MRO,2024-07-24,28.03,27.86,27.77,28.24,4783500,0.07
MSFT,2024-07-19,433.1,437.11,432,441.14,20940400,93.63
MSFT,2024-07-22,441.79,442.94,438.91,444.6,15808800,1.32
MSFT,2024-07-23,443.9,444.85,443.1,448.39,13107100,0.43
MSFT,2024-07-24,440.45,428.9,427.59,441.48,26805800,-3.72
MSI,2024-07-19,396.85,390.19,388.77,396.85,809300,-9.92
MSI,2024-07-22,392.27,396.15,390.77,396.28,596500,1.50
MSI,2024-07-23,396.32,396.55,395.81,399.62,444700,0.10
MSI,2024-07-24,395.05,390.6,389.51,395.36,541700,-1.52
MS,2024-07-19,104.71,102.09,101.73,104.72,12555900,-282.60
MS,2024-07-22,102.47,102.44,101.95,103.23,8931200,0.34
MS,2024-07-23,102.45,103.5,102.18,104.17,7400600,1.02
MS,2024-07-24,102.86,101.97,101.75,104,7967400,-1.50
MTB,2024-07-19,168.41,165.25,163.56,169.54,1260900,38.29
MTB,2024-07-22,166.5,170.87,163.1,171.27,1319600,3.29
MTB,2024-07-23,172,172.17,170.01,173.93,1632900,0.76
MTB,2024-07-24,172.16,171.68,170.18,174.14,1303800,-0.29
MTD,2024-07-19,1375.07,1344.26,1340.44,1375.07,80300,87.23
MTD,2024-07-22,1353.4,1372.62,1347.21,1374.76,109700,2.07
MTD,2024-07-23,1409.91,1361.6,1359.36,1410.08,100300,-0.81
MTD,2024-07-24,1362.19,1384.56,1362.19,1405.46,139000,1.66
MU,2024-07-19,116.69,114.26,113.85,117.21,18038900,-1111.76
MU,2024-07-22,115.36,115.28,113.64,115.58,23837800,0.88
MU,2024-07-23,115.13,114.25,113.83,116.34,14707700,-0.90
MU,2024-07-24,111.47,110.28,110,114.04,25261000,-3.60
MYL,2024-07-19,32.5,32.62,32.13,32.96,2709100,-238.07
MYL,2024-07-22,32.86,32.65,32.26,32.97,2897300,0.09
MYL,2024-07-23,32.31,32.55,32.19,32.7,2042900,-0.31
MYL,2024-07-24,31.92,31.97,31.7,32.6,2462200,-1.81
M,2024-07-19,16.46,16.37,16.27,16.65,6350900,-95.30
M,2024-07-22,16.39,16.55,16.18,16.69,6098300,1.09
M,2024-07-23,16.48,16.81,16.44,16.97,5084200,1.55
M,2024-07-24,16.67,16.48,16.32,16.7,5444900,-2.00
NAVI,2024-07-19,15.38,15.4,15.23,15.48,594200,-7.01
NAVI,2024-07-22,15.37,15.44,15.22,15.52,623300,0.26
NAVI,2024-07-23,15.41,15.54,15.32,15.65,894700,0.64
NAVI,2024-07-24,14.5,15.69,14.5,15.77,1366500,0.96
NBL,2024-07-19,76.9,77.56,76.22,77.69,7913000,79.77
NBL,2024-07-22,77.67,78.27,77.47,78.64,6471000,0.91
NBL,2024-07-23,78.56,78.59,78.19,79.43,6719000,0.41
NBL,2024-07-24,76.6,77.76,75.41,78.09,15546900,-1.07
NCLH,2024-07-19,19.71,19.66,19.65,20.16,8629000,-295.52
NCLH,2024-07-22,19.62,19.73,19.31,20.04,8493600,0.35
NCLH,2024-07-23,19.75,20.32,19.75,20.65,11523100,2.90
NCLH,2024-07-24,20.17,19.22,19.2,20.33,12865100,-5.72
NDAQ,2024-07-19,62.98,62.51,62.21,63.02,1506200,69.25
NDAQ,2024-07-22,63.1,63.03,62.56,63.25,1833200,0.83
NDAQ,2024-07-23,63.38,63.13,62.84,63.45,2275100,0.16
NDAQ,2024-07-24,63.36,62.73,62.43,63.39,2988900,-0.64
NEE,2024-07-19,71.92,72,71.44,72.36,7752100,12.88
NEE,2024-07-22,72.95,72.9,72.76,74.15,9034700,1.23
NEE,2024-07-23,72.43,72.11,71.91,73.02,7027500,-1.10
NEE,2024-07-24,72.73,75.41,72.29,75.75,17813700,4.38
NEM,2024-07-19,46.57,47,45.72,47.36,6268700,-60.45
NEM,2024-07-22,46.8,47.29,46.61,47.34,5091600,0.61
NEM,2024-07-23,47.27,47.07,46.73,47.43,5870000,-0.47
NEM,2024-07-24,47.47,47.7,47.18,48.32,11682600,1.32
NFLX,2024-07-19,660.64,633.34,629.12,678.97,9815600,92.47
NFLX,2024-07-22,639.5,647.5,632.6,656.29,5219100,2.19
NFLX,2024-07-23,647.5,642.76,641,649.91,2463600,-0.74
NFLX,2024-07-24,635.74,635.99,632.67,652.42,4888200,-1.06
NFX,2024-07-19,31.84,31.76,31.29,32,4457200,-1902.49
NFX,2024-07-22,31.63,31.27,31.08,31.78,4602800,-1.57
NFX,2024-07-23,31.07,30.69,30.62,31.16,3814300,-1.89
NFX,2024-07-24,30.95,30.28,30.18,31.09,3846800,-1.35
NI,2024-07-19,30.71,30.49,30.22,30.71,2920400,0.69
NI,2024-07-22,30.53,30.8,30.49,30.88,2322000,1.01
NI,2024-07-23,30.81,30.56,30.52,30.81,5755700,-0.79
NI,2024-07-24,30.86,31.01,30.61,31.12,3496000,1.45
NKE,2024-07-19,72.3,72.7,71.85,72.82,11913300,57.35
NKE,2024-07-22,73.12,74.86,73.07,75.34,19385500,2.89
NKE,2024-07-23,74.63,73.4,73.24,75.04,11041800,-1.99
NKE,2024-07-24,73.25,71.09,71.08,73.39,18563300,-3.25
NLSN,2024-07-19,48.2,47.68,47.57,48.66,412000,-49.10
NLSN,2024-07-22,47.95,48.16,47.39,48.25,269600,1.00
NLSN,2024-07-23,47.91,48.66,47.77,48.67,350400,1.03
NLSN,2024-07-24,48.52,47.66,47.64,49.16,298400,-2.10
NOC,2024-07-19,442.55,437.94,434.8,442.55,720000,89.12
NOC,2024-07-22,437.6,438.1,435.11,438.87,790700,0.04
NOC,2024-07-23,439.44,442.3,437,443.64,681200,0.95
NOC,2024-07-24,444.44,442.12,437.02,445.95,1301000,-0.04
NOV,2024-07-19,19.11,18.97,18.76,19.27,2721500,-2230.63
NOV,2024-07-22,18.9,18.79,18.6,18.97,1935900,-0.96
NOV,2024-07-23,18.65,18.64,18.51,18.82,1938300,-0.80
NOV,2024-07-24,18.66,18.25,18.23,18.73,1919200,-2.14
NRG,2024-07-19,74.01,74.91,73.61,75.37,3455900,75.64
NRG,2024-07-22,75.36,76.85,75.23,77.12,1704100,2.52
NRG,2024-07-23,76.54,76.61,76.06,77.46,3089300,-0.31
NRG,2024-07-24,76.12,74.19,74.04,76.76,2495900,-3.26
NSC,2024-07-19,231.94,227.95,226.39,231.94,1205000,67.45
NSC,2024-07-22,229.2,228.03,225.23,230.48,897800,0.04
NSC,2024-07-23,226.83,224.28,223.91,227.49,840000,-1.67
NSC,2024-07-24,224.26,221.34,220.12,224.58,1539900,-1.33
NTAP,2024-07-19,126.45,126.22,125.8,126.91,1220400,-75.36
NTAP,2024-07-22,127.5,128.34,127.16,128.89,1129800,1.65
NTAP,2024-07-23,128.27,129.2,127.76,129.34,1045700,0.67
NTAP,2024-07-24,128.64,125.7,125.47,129.04,1530000,-2.78
NTRS,2024-07-19,86.47,85.49,85.18,86.81,1461400,-47.03
NTRS,2024-07-22,85.72,87.14,85.14,87.2,1174300,1.89
NTRS,2024-07-23,86.99,86.45,86.32,87.89,1307400,-0.80
NTRS,2024-07-24,86.17,86.45,85.93,87.97,996600,0.00
NUE,2024-07-19,165.9,162.5,162.29,166.05,1564500,46.80
NUE,2024-07-22,162.3,163.34,160.68,163.5,1434700,0.51
NUE,2024-07-23,160.5,161.55,158.92,164.9,2212900,-1.11
NUE,2024-07-24,160.99,154.79,154.7,161.38,2553600,-4.37
NVDA,2024-07-19,120.35,117.93,117.37,121.6,217223800,-31.26
NVDA,2024-07-22,120.35,123.54,119.86,124.07,258068900,4.54
NVDA,2024-07-23,122.78,122.59,122.1,124.69,173911000,-0.77
NVDA,2024-07-24,119.17,114.25,113.44,119.95,327776900,-7.30
NWL,2024-07-19,6.49,6.41,6.27,6.54,3849100,-1682.37
NWL,2024-07-22,6.4,6.42,6.17,6.43,4008500,0.16
NWL,2024-07-23,6.37,6.31,6.28,6.45,3449200,-1.74
NWL,2024-07-24,6.31,6.3,6.26,6.46,5305200,-0.16
