Code,Timestamp,Open,Close,Low,High,Volume,Return
DVN,2024-07-22,47.5,46.8,46.46,47.51,5634900,-2.01
DVN,2024-07-23,46.54,45.96,45.77,46.66,6678400,-1.83
DVN,2024-07-24,46.31,45.58,45.56,46.63,5279000,-0.83
DWDP,2024-07-19,23.53,23.49,23.37,23.68,2989700,-94.04
DWDP,2024-07-22,23.54,23.54,23.12,23.61,5083300,0.21
DWDP,2024-07-23,23.42,23.21,23.2,23.73,3088600,-1.42
DWDP,2024-07-24,23.29,22.88,22.84,23.39,3350600,-1.44
DXC,2024-07-19,19.63,19.67,19.21,19.78,948400,-16.32
DXC,2024-07-22,19.75,19.24,19.01,19.75,1458700,-2.23
DXC,2024-07-23,19.23,19.76,19.18,19.8,868900,2.63
DXC,2024-07-24,19.7,19.47,19.46,19.99,795400,-1.49
D,2024-07-19,51.82,51.41,50.96,51.82,2680000,62.13
D,2024-07-22,51.58,51.8,51.32,51.92,2509100,0.75
D,2024-07-23,51.64,50.72,50.68,51.74,4193500,-2.13
D,2024-07-24,51.23,52.13,50.67,52.3,4168800,2.70
EA,2024-07-19,145.97,140.2,140.09,146,4844700,62.82
EA,2024-07-22,140.74,143.25,140.74,144.2,2890800,2.13
EA,2024-07-23,142.02,141.99,140.66,142.57,2695000,-0.89
EA,2024-07-24,142.12,141.18,140.95,142.82,2313400,-0.57
EBAY,2024-07-19,54.59,53.6,53.5,54.64,3488700,-163.40
EBAY,2024-07-22,53.78,53.91,53.39,54.35,3406500,0.58
EBAY,2024-07-23,53.76,53.24,53.11,53.93,4678600,-1.26
EBAY,2024-07-24,53.47,53.66,53.27,54.05,5898400,0.78
ECL,2024-07-19,243.1,243.17,241.24,243.72,1026000,77.93
ECL,2024-07-22,244.47,246.35,243.63,246.52,679900,1.29
ECL,2024-07-23,247.4,246.72,245.61,247.4,705600,0.15
ECL,2024-07-24,246.75,245.43,244.69,248.41,1230100,-0.53
ED,2024-07-19,94.57,94.04,93.59,94.63,1809600,-160.98
ED,2024-07-22,93.1,94.64,93.02,94.73,1547900,0.63
ED,2024-07-23,94.44,93.25,93.22,94.44,1245700,-1.49
ED,2024-07-24,94,95.88,93.71,95.92,2179800,2.74
EFX,2024-07-19,264.67,260.3,259.88,268.62,1301000,63.17
EFX,2024-07-22,262.9,269.62,260.45,270.25,796200,3.46
EFX,2024-07-23,269,264.99,264.36,269.88,510300,-1.75
EFX,2024-07-24,263.72,260.89,260.11,265.52,641200,-1.57
EIX,2024-07-19,75.35,74.94,74.56,75.42,1325200,-248.13
EIX,2024-07-22,74.82,75.2,74.55,75.37,1165000,0.35
EIX,2024-07-23,75.12,75.11,74.93,75.44,1131400,-0.12
EIX,2024-07-24,75.89,76.04,75.31,76.5,1378900,1.22
EL,2024-07-19,97,99.18,95.87,99.24,3803100,23.33
EL,2024-07-22,98.89,101.04,97.59,101.97,3221300,1.84
EL,2024-07-23,100.43,99.96,99.37,101.21,2543500,-1.08
EL,2024-07-24,101.93,99.8,98.99,102,2468800,-0.16
EMN,2024-07-19,99.1,97.15,96.62,99.23,494900,-2.73
EMN,2024-07-22,97.74,97.31,95.96,98.06,756700,0.16
EMN,2024-07-23,97.78,97.44,96.6,97.78,649900,0.13
EMN,2024-07-24,97.69,96.38,96.36,98.54,822800,-1.10
EMR,2024-07-19,117.36,115.68,114.96,117.43,2657800,16.68
EMR,2024-07-22,116.47,117.83,115.67,117.96,2424100,1.82
EMR,2024-07-23,117.52,117.62,117.12,118.67,1403300,-0.18
EMR,2024-07-24,117.09,114.08,113.96,117.78,2151300,-3.10
EOG,2024-07-19,132.4,129.25,128.6,132.43,3215700,11.74
EOG,2024-07-22,128.63,126.92,126.84,128.94,2088100,-1.84
EOG,2024-07-23,125.89,124.9,124.12,126.18,3676600,-1.62
EOG,2024-07-24,125.91,125.1,124.64,126.64,2209700,0.16
EQIX,2024-07-19,796.01,786.82,783.31,800,234300,84.10
EQIX,2024-07-22,786.82,798.86,783.32,799.97,266200,1.51
EQIX,2024-07-23,806.3,802.97,800.27,812.87,243100,0.51
EQIX,2024-07-24,802,794.15,790,807.07,353100,-1.11
EQR,2024-07-19,70.59,70.14,69.91,70.59,1708300,-1032.24
EQR,2024-07-22,70,71.04,69.97,71.14,1269700,1.27
EQR,2024-07-23,71,70.86,70.47,71.4,1604200,-0.25
EQR,2024-07-24,71.05,70.01,69.86,71.4,1682200,-1.21
EQT,2024-07-19,35.04,35.88,34.95,35.92,66340100,-95.12
EQT,2024-07-22,36.29,35.67,35.52,36.67,13474300,-0.59
EQT,2024-07-23,35.85,35.05,35.01,35.87,13451800,-1.77
EQT,2024-07-24,35.6,35.1,35.04,36.28,15384800,0.14
ESRX,2024-07-19,59.61,58.9,58.47,59.79,7143900,40.41
ESRX,2024-07-22,58.88,58.33,58.08,59.06,7913600,-0.98
ESRX,2024-07-23,58.17,57.97,57.32,58.21,7460500,-0.62
ESRX,2024-07-24,58.08,58.54,57.43,58.63,10223200,0.97
ESS,2024-07-19,285.64,284.79,281.79,286.59,347900,79.44
ESS,2024-07-22,284.79,290.13,284.48,290.68,465400,1.84
ESS,2024-07-23,290.17,291.06,289.32,292.03,254200,0.32
ESS,2024-07-24,291.22,285.96,285.39,292.37,232100,-1.78
ES,2024-07-19,61.61,61.1,60.63,61.61,1696000,-368.02
ES,2024-07-22,61.25,61.76,61.05,62.12,1530700,1.07
ES,2024-07-23,61.83,60.82,60.74,62,1183900,-1.55
ES,2024-07-24,61.64,63.03,61.29,63.12,2386500,3.51
ETFC,2024-07-19,42.86,42.9,42.69,43.56,43903000,-46.92
ETFC,2024-07-22,42.64,42.3,41.96,42.87,42838300,-1.42
ETFC,2024-07-23,42.22,42.41,42.15,42.78,36705100,0.26
ETFC,2024-07-24,42.28,42.19,42.07,42.75,36567200,-0.52
ETN,2024-07-19,312.23,311.89,310.7,316.31,2287600,86.47
ETN,2024-07-22,316.5,320.32,315.45,321.5,2252500,2.63
ETN,2024-07-23,320,321.94,319.67,325.33,1518500,0.50
ETN,2024-07-24,316.84,299.6,299.32,318.08,3876300,-7.46
ETR,2024-07-19,111.4,110.48,110.02,111.4,1012200,-171.18
ETR,2024-07-22,110.23,111.02,110.08,111.5,817300,0.49
ETR,2024-07-23,110.86,110.35,110.15,110.96,682200,-0.61
ETR,2024-07-24,111.22,111.86,110.42,112.06,1104700,1.35
EVHC,2024-07-19,324.21,322.16,321.64,325.97,1239800,65.28
EVHC,2024-07-22,323.18,325.38,320.3,331.04,1571600,0.99
EVHC,2024-07-23,346.5,340.17,334.38,348,2767100,4.35
EVHC,2024-07-24,344.2,343.94,337.16,344.95,1974200,1.10
EW,2024-07-19,87.04,86.5,85.75,87.5,2433900,-297.62
EW,2024-07-22,86.68,87.99,86.5,88.5,2741900,1.69
EW,2024-07-23,87.67,87.05,86.76,88.28,2633400,-1.08
EW,2024-07-24,86.97,86.95,86.22,87.6,4091100,-0.12
EXC,2024-07-19,36.26,36.13,35.92,36.26,4532700,-140.66
EXC,2024-07-22,36.26,36.25,36.04,36.29,4941200,0.33
EXC,2024-07-23,36.16,35.87,35.84,36.23,3172700,-1.06
EXC,2024-07-24,36.17,36.47,36,36.53,5649800,1.65
EXPD,2024-07-19,120.92,120.2,119.35,121.41,3151700,69.66
EXPD,2024-07-22,121.41,122.97,120.28,123.05,1251900,2.25
EXPD,2024-07-23,122.33,123.87,121.64,124.34,1060600,0.73
EXPD,2024-07-24,123.44,124.03,122.28,124.63,1024200,0.13
EXPE,2024-07-19,134.49,135.88,133.87,136.58,1412200,8.72
EXPE,2024-07-22,134.83,134.46,132.62,136.31,1642000,-1.06
EXPE,2024-07-23,134.85,132.67,132.52,136.21,1524600,-1.35
EXPE,2024-07-24,131.64,128.49,127.2,131.85,2084500,-3.25
EXR,2024-07-19,167.65,164.1,163.61,167.65,754100,21.70
EXR,2024-07-22,164.53,165.77,162.35,165.84,714200,1.01
EXR,2024-07-23,165.32,166.48,164.72,167.11,854100,0.43
EXR,2024-07-24,166.3,161.87,161.52,167.6,852300,-2.85
FAST,2024-07-19,69.2,67.89,67.64,69.24,3226300,-138.43
FAST,2024-07-22,68.16,68.28,67.38,68.52,1794800,0.57
FAST,2024-07-23,68.08,67.9,67.83,68.39,1637600,-0.56
FAST,2024-07-24,67.66,67.31,67.2,68.11,2964300,-0.88
FBHS,2024-07-19,30.22,29.63,29.48,30.22,3385900,-127.17
FBHS,2024-07-22,29.64,29.66,29.41,29.75,2793900,0.10
FBHS,2024-07-23,29.56,29.27,28.91,29.62,2887500,-1.33
FBHS,2024-07-24,29.3,29.86,29.15,29.91,3717500,1.98
FB,2024-07-19,141.5,141.16,140.37,142.11,855900,78.85
FB,2024-07-22,140.91,141.8,140.55,142.25,545900,0.45
FB,2024-07-23,141.3,140.49,140.24,141.81,573600,-0.93
FB,2024-07-24,141.11,142.4,140.74,143.41,987000,1.34
FCX,2024-07-19,45.68,45.9,45.47,46.3,9671000,-210.24
FCX,2024-07-22,45.85,46.01,45.46,46.14,12381400,0.24
FCX,2024-07-23,45,45.27,43.54,45.5,18792700,-1.63
FCX,2024-07-24,45.59,44.18,44.12,45.76,18534000,-2.47
FDX,2024-07-19,306.62,306.31,304.02,308.73,1294600,85.58
FDX,2024-07-22,307,307.43,301.4,307.74,1414200,0.36
FDX,2024-07-23,299,300.8,297.75,304.09,2268400,-2.20
FDX,2024-07-24,300.81,298.28,296.58,300.81,1541100,-0.84
FE,2024-07-19,39.66,39.59,39.24,39.71,2004200,-653.42
FE,2024-07-22,39.65,39.8,39.5,39.84,1393500,0.53
FE,2024-07-23,39.83,39.88,39.61,39.96,1786400,0.20
FE,2024-07-24,40.08,40.42,39.88,40.52,2417200,1.34
FFIV,2024-07-19,177.79,174.97,173.54,177.79,349100,76.90
FFIV,2024-07-22,176.2,175.37,173.86,177.35,678600,0.23
FFIV,2024-07-23,174.69,173.8,173.56,176.2,246300,-0.90
FFIV,2024-07-24,173.75,170.44,170.21,174.04,513800,-1.97
FISV,2024-07-19,158.39,156.04,155.55,158.81,2631527,-9.23
FISV,2024-07-22,157.04,158.63,156.35,158.76,1916003,1.63
FISV,2024-07-23,158.13,157.22,157.12,159.21,3494202,-0.90
FISV,2024-07-24,160,161.16,158.76,161.73,5170577,2.44
FIS,2024-07-19,76.53,75.25,74.86,76.53,2987500,-114.17
FIS,2024-07-22,74.77,75.32,74.16,75.53,2717500,0.09
FIS,2024-07-23,75.3,75.1,74.57,75.57,2618700,-0.29
FIS,2024-07-24,74.72,75.33,74.24,75.48,2659100,0.31
FITB,2024-07-19,40.85,40.99,40.01,41.2,7149200,-83.78
FITB,2024-07-22,40.99,40.86,40.16,41,6724500,-0.32
FITB,2024-07-23,40.73,41.26,40.62,41.59,4148100,0.97
FITB,2024-07-24,41.24,40.98,40.94,41.85,5007800,-0.68
FLIR,2024-07-19,18.29,18.43,18.16,18.5,13619900,-122.35
FLIR,2024-07-22,18.4,18.42,18.2,18.74,21676000,-0.05
FLIR,2024-07-23,18.51,19.07,18.46,19.48,35636000,3.41
FLIR,2024-07-24,18.87,18.19,18.18,19.03,28171400,-4.84
FLR,2024-07-19,47.98,47.78,47.38,48.43,988400,61.93
FLR,2024-07-22,48.07,48.56,47.61,48.77,1131500,1.61
FLR,2024-07-23,48.59,49.4,48.37,49.92,1148200,1.70
FLR,2024-07-24,48.69,47.16,47.14,49.23,1907800,-4.75
FLS,2024-07-19,50.33,49.67,49.65,50.5,644100,5.05
FLS,2024-07-22,49.91,50.85,49.46,50.92,622200,2.32
FLS,2024-07-23,50.64,50.73,50.37,51.41,604300,-0.24
FLS,2024-07-24,50.48,49.49,49.47,50.71,892200,-2.51
FL,2024-07-19,24.98,25.36,24.66,25.53,1994000,-95.15
FL,2024-07-22,26.04,25.75,25.26,26.12,2371700,1.51
FL,2024-07-23,25.69,25.99,25.43,26.19,1482100,0.92
FL,2024-07-24,25.63,25.58,25.06,25.78,1706700,-1.60
FMC,2024-07-19,59.76,57.82,56.7,59.76,1651600,55.76
FMC,2024-07-22,58.19,57.91,56.68,58.38,1351100,0.16
FMC,2024-07-23,57.69,57.48,56.68,57.7,1637600,-0.75
FMC,2024-07-24,57.66,56.95,56.52,57.66,1676700,-0.93
FOXA,2024-07-19,37.08,36.89,36.82,37.23,1900700,-54.38
FOXA,2024-07-22,36.92,37.04,36.45,37.1,2300900,0.40
FOXA,2024-07-23,36.93,37.07,36.5,37.15,2073000,0.08
FOXA,2024-07-24,37.08,37.09,36.82,37.31,1634900,0.05
FOX,2024-07-19,34.75,34.33,34.21,34.94,800000,-8.04
FOX,2024-07-22,34.38,34.43,33.87,34.5,662600,0.29
FOX,2024-07-23,34.4,34.55,33.91,34.58,913700,0.35
FOX,2024-07-24,34.58,34.47,34.26,34.71,672100,-0.23
FRT,2024-07-19,110.01,109.5,108.76,110.01,538200,68.52
FRT,2024-07-22,109.38,110.8,108.76,110.88,442600,1.17
FRT,2024-07-23,110.64,109.69,109.65,110.78,414900,-1.01
FRT,2024-07-24,109.79,107.25,106.8,110.16,550100,-2.28
FTI,2024-07-19,27.71,28.15,27.54,28.49,4496400,-280.99
FTI,2024-07-22,28,28.01,27.94,28.29,2880700,-0.50
FTI,2024-07-23,27.94,28.25,27.86,28.53,2973500,0.85
FTI,2024-07-24,28.3,27.29,27.22,28.42,7407300,-3.52
FTV,2024-07-19,77.23,75.59,75.51,77.23,1308100,63.90
FTV,2024-07-22,76.18,76.62,75.44,76.66,1265500,1.34
FTV,2024-07-23,76.44,76.68,76.32,77.15,2154500,0.08
FTV,2024-07-24,71,70.4,67.91,73.76,5773600,-8.92
F,2024-07-19,14.49,13.98,13.96,14.5,75908600,-403.58
F,2024-07-22,14.02,14.12,13.79,14.18,59116800,0.99
F,2024-07-23,14.06,13.83,13.57,14.07,85897700,-2.10
F,2024-07-24,13.73,13.67,13.59,13.88,81768700,-1.17
GD,2024-07-19,294.36,288.22,287.83,294.36,973600,95.26
GD,2024-07-22,288.43,291.21,287.54,291.48,745300,1.03
GD,2024-07-23,292.68,294.46,292.05,295.62,1288200,1.10
GD,2024-07-24,286,284.67,276.79,286.49,3268400,-3.44
GE,2024-07-19,159.66,159.13,157.62,160.44,5459800,-78.89
GE,2024-07-22,159.97,162.76,159.77,162.94,6350500,2.23
GE,2024-07-23,166,172,164.62,177.2,16428000,5.37
GE,2024-07-24,171.5,162.3,162.05,172.87,7335200,-5.98
GGP,2024-07-19,88.25,88.6,87.72,89.02,3024000,-83.18
GGP,2024-07-22,89.34,88.96,86.79,89.34,3756900,0.40
GGP,2024-07-23,88.46,88.95,88.04,89.48,2589700,-0.01
GGP,2024-07-24,88.95,87.73,86.96,89.04,2586500,-1.39
GILD,2024-07-19,73.51,72.56,71.96,73.74,5571800,-20.91
GILD,2024-07-22,72.89,72.41,72.02,73.32,6420800,-0.21
GILD,2024-07-23,71.95,71.17,70.78,72.29,4502400,-1.74
GILD,2024-07-24,71.66,73.5,71.42,73.6,6600000,3.17
GIS,2024-07-19,65.57,64.38,64.16,65.72,2361300,-14.17
GIS,2024-07-22,64.49,64.6,64.22,65.18,2778300,0.34
GIS,2024-07-23,64.56,63.99,63.56,64.64,2662100,-0.95
GIS,2024-07-24,64.26,65.51,63.68,65.92,3621600,2.32
GLW,2024-07-19,45.08,44.31,44.19,45.08,6016900,-47.84
GLW,2024-07-22,44.54,44.31,43.87,44.55,6154600,0.00
GLW,2024-07-23,44.3,44.06,44.01,44.64,6462600,-0.57
GLW,2024-07-24,43.81,43.95,43.75,44.3,7370800,-0.25
GM,2024-07-19,49.54,48.3,48.16,49.56,16931000,9.01
GM,2024-07-22,48.46,49.56,48.26,49.7,17064700,2.54
GM,2024-07-23,49.34,46.38,45.83,49.5,41152100,-6.86
GM,2024-07-24,45.29,46.49,45.12,46.6,21134900,0.24
GOOGL,2024-07-19,178.88,177.66,177.13,180.29,18881900,73.83
GOOGL,2024-07-22,180.59,181.67,180.23,182.7,24100300,2.21
GOOGL,2024-07-23,182.05,181.79,181.54,183.61,36352700,0.07
GOOGL,2024-07-24,173.6,172.63,171.82,176.19,49585200,-5.31
GOOG,2024-07-19,180.37,179.39,178.86,181.97,14485900,3.77
GOOG,2024-07-22,182.35,183.35,181.9,184.3,16303900,2.16
GOOG,2024-07-23,183.84,183.6,183.33,185.22,23772600,0.14
GOOG,2024-07-24,175.39,174.37,173.57,177.95,31250700,-5.29
GPC,2024-07-19,140.62,138.26,137.43,140.95,3266000,-26.12
GPC,2024-07-22,138.83,138.37,137.13,139.26,1245400,0.08
GPC,2024-07-23,136,137.21,134.39,139.27,2069300,-0.85
GPC,2024-07-24,137.04,135.74,134.71,137.08,1269900,-1.08
GPN,2024-07-19,101.47,100.64,99.4,101.85,1921800,-34.88
GPN,2024-07-22,101.35,100.35,98.93,101.54,2353200,-0.29
GPN,2024-07-23,101.06,99.91,99.25,101.18,1843800,-0.44
GPN,2024-07-24,99.48,98.38,98.2,100.52,1868100,-1.56
GPS,2024-07-19,22.78,22.65,22.56,22.94,6310000,-334.35
GPS,2024-07-22,22.95,21.9,21.67,23.09,8305300,-3.42
GPS,2024-07-23,21.79,22.02,21.68,22.25,6285300,0.54
GPS,2024-07-24,21.75,21.33,21.2,21.75,7306800,-3.23
GRMN,2024-07-19,171.08,170.07,169.2,171.78,666700,87.46
GRMN,2024-07-22,170.38,172.73,170.37,172.81,532500,1.54
GRMN,2024-07-23,172.76,172.1,171.8,172.98,341000,-0.37
GRMN,2024-07-24,172.6,172.84,171.58,174.45,912900,0.43
GS,2024-07-19,489.12,484.93,483.19,492.6,2032700,64.36
GS,2024-07-22,484.56,487.04,482.38,489.47,1792500,0.43
GS,2024-07-23,487.08,492.15,486.28,495.81,2020500,1.04
GS,2024-07-24,489.26,486.7,485.82,495.99,1598600,-1.12
GT,2024-07-19,12.19,12.1,11.91,12.25,3146100,-3922.31
GT,2024-07-22,12.18,11.94,11.74,12.25,4736700,-1.34
GT,2024-07-23,11.87,12.17,11.76,12.24,2911000,1.89
GT,2024-07-24,12.04,11.99,11.98,12.31,3012700,-1.50
GWW,2024-07-19,963.52,945.83,942.54,963.52,192200,98.73
GWW,2024-07-22,950.53,951.61,936.27,953.14,201200,0.61
GWW,2024-07-23,951.49,951.3,949.1,958.73,159000,-0.03
GWW,2024-07-24,948.57,932.63,932.18,950.48,212600,-2.00
HAL,2024-07-19,34.25,34.4,33.7,35.23,18696900,-2611.13
HAL,2024-07-22,33.83,33.39,33.37,34.18,13880800,-3.02
HAL,2024-07-23,33.38,33.49,33.02,33.59,10264500,0.30
HAL,2024-07-24,33.6,32.99,32.89,33.66,10136200,-1.52
HAS,2024-07-19,60.05,59,58.52,60.05,1253700,44.08
HAS,2024-07-22,59.48,59.85,58,61.33,3558400,1.42
HAS,2024-07-23,59.39,58.28,58.14,59.48,1314900,-2.69
HAS,2024-07-24,58.68,59.42,58.68,59.98,2253700,1.92
HBAN,2024-07-19,14.79,14.86,14.5,14.99,29332500,-299.87
HBAN,2024-07-22,14.87,15.01,14.73,15.08,23466500,1.00
HBAN,2024-07-23,15,15.07,14.96,15.21,14437900,0.40
HBAN,2024-07-24,15.07,14.92,14.89,15.18,22373200,-1.01
HBI,2024-07-19,5.4,5.4,5.3,5.5,9838900,-176.30
HBI,2024-07-22,5.41,5.27,5.09,5.44,21886200,-2.47
HBI,2024-07-23,5.26,5.36,5.17,5.41,12592300,1.68
HBI,2024-07-24,5.38,5.36,5.33,5.54,12955700,0.00
HCA,2024-07-19,324.21,322.16,321.64,325.97,1239800,98.34
HCA,2024-07-22,323.18,325.38,320.3,331.04,1571600,0.99
HCA,2024-07-23,346.5,340.17,334.38,348,2767100,4.35
HCA,2024-07-24,344.2,343.94,337.16,344.95,1974200,1.10
HCN,2024-07-19,31.84,31.76,31.29,32,4457200,-982.93
HCN,2024-07-22,31.63,31.27,31.08,31.78,4602800,-1.57
HCN,2024-07-23,31.07,30.69,30.62,31.16,3814300,-1.89
HCN,2024-07-24,30.95,30.28,30.18,31.09,3846800,-1.35
HCP,2024-07-19,33.45,33.48,33.43,33.53,2746800,9.56
HCP,2024-07-22,33.48,33.52,33.45,33.53,2118000,0.12
HCP,2024-07-23,33.53,33.59,33.53,33.62,2142600,0.21
HCP,2024-07-24,33.55,33.55,33.52,33.62,2285800,-0.12
HD,2024-07-19,366.43,363.36,361.95,367.6,2474500,90.77
HD,2024-07-22,364.5,363.25,361.08,367.28,4049300,-0.03
HD,2024-07-23,365.43,359.62,359.38,365.43,2535700,-1.01
HD,2024-07-24,358.93,350.31,350,361.45,3508100,-2.66
HES,2024-07-19,155.83,152.61,151.45,156.17,1725600,-129.55
HES,2024-07-22,151.82,150.22,150.14,152.24,1311200,-1.59
HES,2024-07-23,149.9,146.78,146.76,149.9,1390900,-2.34
HES,2024-07-24,147.84,147.01,146.05,148.44,2702000,0.16
HIG,2024-07-19,104.91,101.11,101.02,104.91,1805800,-45.40
HIG,2024-07-22,101.26,102.08,101.12,102.61,1430300,0.95
HIG,2024-07-23,102.22,101.92,101.48,102.57,1188100,-0.16
HIG,2024-07-24,102.41,101.94,101.61,102.82,1402200,0.02
HII,2024-07-19,268.66,263.42,262.78,268.66,367500,61.30
HII,2024-07-22,264.19,266.13,262.86,266.21,208700,1.02
HII,2024-07-23,267.22,266.69,266.5,271.4,282400,0.21
HII,2024-07-24,267.39,265.3,263.83,268.24,329800,-0.52
HLT,2024-07-19,219.19,219.19,216.88,220.16,1594800,-21.04
HLT,2024-07-22,218.91,220.15,215.56,220.69,1189500,0.44
HLT,2024-07-23,219.59,220.66,218.97,222.89,1046500,0.23
HLT,2024-07-24,219.3,214.6,214.21,219.66,1365300,-2.82
HOG,2024-07-19,35.63,34.62,34.33,35.81,1306600,-519.87
HOG,2024-07-22,34.89,35.33,34.21,35.47,1219000,2.01
HOG,2024-07-23,34,34.64,33.41,34.92,2141600,-1.99
HOG,2024-07-24,34.45,33.87,33.74,35,2543100,-2.27
HOLX,2024-07-19,78.2,78.11,77.47,78.59,1660500,56.64
HOLX,2024-07-22,78.45,78.38,77.84,78.58,601500,0.34
HOLX,2024-07-23,78.7,78.1,78.03,78.7,1606700,-0.36
HOLX,2024-07-24,78.26,78.34,78,79.21,1042200,0.31
HON,2024-07-19,217.73,214.61,214.24,218.14,2660600,63.50
HON,2024-07-22,215.27,216.97,213.63,217.11,2784600,1.09
HON,2024-07-23,216.98,217.38,216.21,218.86,1791200,0.19
HON,2024-07-24,217.38,213.65,213.13,217.77,3524600,-1.75
HPE,2024-07-19,20.66,20.48,20.44,20.72,10035700,-943.21
HPE,2024-07-22,20.62,20.59,20.48,20.79,9656900,0.53
HPE,2024-07-23,20.5,20.54,20.41,20.67,6290300,-0.24
HPE,2024-07-24,20.41,20.05,20.03,20.67,9554200,-2.44
HPQ,2024-07-19,37.41,37.15,36.88,37.44,4773500,46.03
HPQ,2024-07-22,37.62,38.02,37.42,38.04,4519900,2.29
HPQ,2024-07-23,37.78,37.71,37.65,38.14,4472700,-0.82
HPQ,2024-07-24,37.58,37.82,37.5,38.12,6310400,0.29
HP,2024-07-19,38.7,38.21,37.49,38.7,1945300,1.02
HP,2024-07-22,38.08,37.78,37.33,38.12,1144300,-1.14
HP,2024-07-23,37.66,37.74,37.24,38.07,1099100,-0.11
HP,2024-07-24,37.98,37.75,37.42,38.56,1234600,0.03
HRB,2024-07-19,55.85,55.81,55.45,56.06,655500,32.36
HRB,2024-07-22,55.8,57.26,55.8,57.69,1090600,2.53
HRB,2024-07-23,57,56.45,56.17,57.08,785900,-1.43
HRB,2024-07-24,56.14,55.85,55.5,56.59,740500,-1.07
HRL,2024-07-19,32.34,31.79,31.63,32.44,2235500,-75.68
HRL,2024-07-22,31.78,31.34,31.11,31.84,1759600,-1.44
HRL,2024-07-23,31.4,31.18,31.08,31.54,1619600,-0.51
HRL,2024-07-24,31.09,31.51,31.09,31.58,1845100,1.05
HRS,2024-07-19,833.67,830.7,825.06,833.67,1036200,96.21
HRS,2024-07-22,836.55,843.24,835.04,845.5,573200,1.49
HRS,2024-07-23,841.81,844.69,839.02,850.99,701500,0.17
HRS,2024-07-24,844.08,827.65,826.11,846.24,660300,-2.06
HSIC,2024-07-19,71.06,70.34,70.16,71.62,1515800,-1076.64
HSIC,2024-07-22,71.61,70.95,70.48,72.63,1627900,0.86
HSIC,2024-07-23,70.95,69.99,69.76,71.47,1443400,-1.37
HSIC,2024-07-24,70.29,70.29,69.84,71,1425800,0.43
HST,2024-07-19,17.79,17.86,17.65,18,6102100,-293.56
HST,2024-07-22,17.86,17.93,17.69,18.02,3806300,0.39
HST,2024-07-23,17.92,17.93,17.88,18.29,5229400,0.00
HST,2024-07-24,17.89,17.18,17.14,17.93,9876800,-4.37
HSY,2024-07-19,194,191.15,189.86,194.16,2196200,91.01
HSY,2024-07-22,191,191.29,189.24,191.82,1681000,0.07
HSY,2024-07-23,190.68,189.94,188.4,190.96,2124100,-0.71
HSY,2024-07-24,190.28,192.1,189.35,192.99,1873800,1.12
HUM,2024-07-19,386,387.38,380.18,389.33,1075200,50.41
HUM,2024-07-22,383,384.96,380.45,387,702900,-0.63
HUM,2024-07-23,384.59,385.87,380.02,388.6,816400,0.24
HUM,2024-07-24,385,386.3,381.24,388.83,866000,0.11
IBM,2024-07-19,186.33,183.25,181.95,187,3816000,-110.80
IBM,2024-07-22,183.4,184.15,182.86,184.97,2488500,0.49
IBM,2024-07-23,184.36,184.1,183.01,185.38,2180200,-0.03
IBM,2024-07-24,184.14,184.02,183.15,185.07,6962100,-0.04
ICE,2024-07-19,148.57,147.68,146.69,148.57,2584700,-24.61
ICE,2024-07-22,147.75,149.24,147.75,149.47,2697300,1.05
ICE,2024-07-23,149.92,148.57,148.38,150,3545700,-0.45
ICE,2024-07-24,148.25,147.51,147.18,149.05,2939500,-0.72
IDXX,2024-07-19,475.56,468.2,462.71,476.22,750300,68.49
IDXX,2024-07-22,474.9,475.29,466.98,479.3,576600,1.49
IDXX,2024-07-23,477.91,470.41,469.93,479.34,398500,-1.04
IDXX,2024-07-24,469.78,471.34,463.94,478.48,671700,0.20
IFF,2024-07-19,96.42,95.67,95.28,96.62,859200,-392.67
IFF,2024-07-22,98.04,98.14,96.14,98.49,1022400,2.52
IFF,2024-07-23,98.16,99.04,97.87,99.56,1006200,0.91
IFF,2024-07-24,98.94,98.08,97.99,99.68,1056700,-0.98
ILMN,2024-07-19,115.43,114.49,113.32,116.21,1373000,14.33
ILMN,2024-07-22,116.21,117.61,114.36,118.15,1243400,2.65
ILMN,2024-07-23,118.8,115.6,115.31,119.19,1143300,-1.74
ILMN,2024-07-24,114.62,116.29,113.91,118.54,1336800,0.59
INCY,2024-07-19,65.54,65.87,64.98,66.1,1559100,-76.54
INCY,2024-07-22,66.09,65.19,64.3,66.16,1239600,-1.04
INCY,2024-07-23,65.08,65.8,64.54,66.12,1108100,0.93
INCY,2024-07-24,66.01,66.91,65.62,66.98,2956700,1.66
INFO,2024-07-19,126.41,125.21,124.17,126.55,918600,46.56
INFO,2024-07-22,125.4,125.84,124.31,126.37,931100,0.50
INFO,2024-07-23,124.01,121.41,119.32,125.3,1864600,-3.65
INFO,2024-07-24,120.99,115.57,115.57,120.99,1568300,-5.05
INTC,2024-07-19,34.57,32.98,32.85,34.58,69628700,-250.42
INTC,2024-07-22,33.28,33.37,32.76,33.41,48503700,1.17
INTC,2024-07-23,32.96,32.95,32.83,33.23,29466400,-1.27
INTC,2024-07-24,32.53,31.7,31.66,32.8,62216700,-3.94
INTU,2024-07-19,638.78,636.56,632.4,640.45,1056400,95.02
INTU,2024-07-22,643.61,644.52,635.91,645.98,1473500,1.24
INTU,2024-07-23,643.68,637.1,636.61,648.26,1193600,-1.16
